date,close,high,low,open,volume,symbol,currency,industry,sector,country,region
1996-01-01T00:00:00.000000000,12.205253601074219,12.306199745526738,12.02171594363888,12.119602364470616,43733533,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-02T00:00:00.000000000,11.816770553588867,12.297026129010508,11.501696825378007,12.251142626105318,56167280,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-03T00:00:00.000000000,11.50169563293457,12.040072317473172,11.440515986401014,11.884065950265361,68296318,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-04T00:00:00.000000000,11.461926460266113,11.562871369607638,11.168265956246334,11.348745129745907,86073880,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-05T00:00:00.000000000,11.397689819335938,11.532283049249207,11.321215268928992,11.501694465838275,76613039,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-08T00:00:00.000000000,11.064263343811035,11.440515430867876,10.97249511521879,11.333452291384937,55395172,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-09T00:00:00.000000000,11.669936180114746,12.113484821936275,10.831780872834623,10.951080418583532,82057540,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-10T00:00:00.000000000,11.134617805480957,11.48639822303346,11.058143263947063,11.28756565179704,54360749,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-11T00:00:00.000000000,11.559813499450684,11.624051622186899,11.012260212651853,11.012260212651853,65973105,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-12T00:00:00.000000000,11.56593132019043,11.822883802467011,11.394628840838234,11.593461413255044,102152486,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-15T00:00:00.000000000,11.602638244628906,11.80147205608839,11.53228191253974,11.685230998277806,68169665,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-16T00:00:00.000000000,11.847352027893066,12.664095203608364,11.53227848891171,11.608753009077482,92497161,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-17T00:00:00.000000000,11.360980987548828,11.65464150897414,11.318155984388541,11.578166963953887,65477620,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-18T00:00:00.000000000,11.284504890441895,11.428277262655671,11.104026967820097,11.229444709702477,67620657,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-19T00:00:00.000000000,11.419100761413574,11.458868513743877,11.211091485579848,11.211091485579848,47652365,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-22T00:00:00.000000000,11.816770553588867,11.874890481770173,11.477225211577872,11.501696825378007,81512772,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-23T00:00:00.000000000,11.942183494567871,12.171605886635582,11.777000460620638,11.923830098963007,130297068,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-24T00:00:00.000000000,11.538402557373047,11.624052570171912,11.25086022515093,11.562872929528277,54484752,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-25T00:00:00.000000000,11.648523330688477,11.850414398655653,11.593461905469834,11.746410995939263,67701207,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-26T00:00:00.000000000,11.648523330688477,11.648523330688477,11.648523330688477,11.648523330688477,0,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-29T00:00:00.000000000,12.18078327178955,12.293964612325823,11.718879974572406,11.77700112518708,75689901,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-30T00:00:00.000000000,12.45302963256836,12.774220230489767,12.052306006899583,12.358201696657908,89163372,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-01-31T00:00:00.000000000,12.027838706970215,12.404090861620876,11.810651428005377,12.174668393796575,56831282,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-01T00:00:00.000000000,12.62432861328125,12.725274741741863,11.94523951202709,11.94523951202709,96599349,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-02T00:00:00.000000000,13.496135711669922,13.581785713413415,12.786456671463435,12.878224883831948,106010376,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-05T00:00:00.000000000,14.34653091430664,14.835965664434768,13.673559678820595,13.673559678820595,160942920,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-06T00:00:00.000000000,14.468884468078613,15.019498699327583,14.132398955344467,14.560653918870681,147345446,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-07T00:00:00.000000000,14.214991569519043,14.499474143341118,13.45942779836984,14.003923813562288,67480756,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-08T00:00:00.000000000,14.618778228759766,14.851260412701812,13.991691739955082,14.257821001195149,52796395,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-09T00:00:00.000000000,15.652706146240234,15.860715456284838,14.493360029660577,14.759489260724482,74580228,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-12T00:00:00.000000000,14.735018730163574,15.73530006835025,14.560657717571328,15.478346281147337,81608160,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-13T00:00:00.000000000,14.814547538757324,14.982790290848232,14.285347676912378,14.69830772147719,83711982,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-14T00:00:00.000000000,15.248916625976562,15.591520276948732,15.172443336584092,15.355980962578059,52251098,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-15T00:00:00.000000000,15.160215377807617,15.417169186992542,15.004208988867205,15.172451803519722,40662588,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-16T00:00:00.000000000,14.805370330810547,15.077617706384927,14.704424188335691,15.047027891286389,41113559,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-19T00:00:00.000000000,14.906315803527832,15.111265329326486,14.835959479312708,14.866548056285227,29196493,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-20T00:00:00.000000000,14.44135570526123,14.93996580955902,14.322056150292436,14.927730623710643,30560533,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-21T00:00:00.000000000,14.44135570526123,14.441355705261229,14.441355705261229,14.441355705261229,0,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-22T00:00:00.000000000,14.842079162597656,14.894082102773911,14.621834689723608,14.707485936439422,21638101,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-23T00:00:00.000000000,15.062326431274414,15.141859475010193,14.640189601965423,14.866552309481747,46653977,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-26T00:00:00.000000000,15.463048934936523,15.80565269386539,15.362104012719879,15.417165441543432,71998409,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-27T00:00:00.000000000,15.435519218444824,15.631292093074126,15.233626895543514,15.53952386727961,62652564,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-28T00:00:00.000000000,15.453871726989746,15.784239052292271,15.423281907901181,15.661881012689818,36609684,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-02-29T00:00:00.000000000,14.701363563537598,15.414100957324766,14.49947130794866,15.355981059140781,71030227,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-01T00:00:00.000000000,14.88184642791748,15.013382410204837,14.683015065922334,14.86655151749449,49598798,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-04T00:00:00.000000000,14.731954574584961,14.98584979763167,14.377115680547309,14.927728653081077,40613835,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-05T00:00:00.000000000,14.731954574584961,14.731954574584961,14.731954574584961,14.731954574584961,0,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-06T00:00:00.000000000,14.909378051757812,14.982792881166894,14.713603936581704,14.750311969662192,22160082,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-07T00:00:00.000000000,14.814547538757324,15.123502950452272,14.759486117031903,14.98890850142921,31303495,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-08T00:00:00.000000000,14.676898002624512,14.741136136725887,14.444417077459914,14.686074702245854,39637704,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-11T00:00:00.000000000,14.340409278869629,14.499474098712373,14.159930103348485,14.377116069313454,39109363,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-12T00:00:00.000000000,14.31899642944336,14.386293037691443,14.193578673979145,14.325114640216382,27429706,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-13T00:00:00.000000000,14.661601066589355,14.710544282313284,14.239464285030724,14.312879108616617,27421227,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-14T00:00:00.000000000,14.646306991577148,14.84207986562732,14.566773952306301,14.713603607843927,36343129,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-15T00:00:00.000000000,14.383234024047852,14.652422920687448,14.346525997505479,14.621833104694083,29065070,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-18T00:00:00.000000000,14.006982803344727,14.343468324870308,13.964157800573892,14.2547585955046,27165271,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-19T00:00:00.000000000,13.624614715576172,14.184404511189669,13.27589271696372,14.00698502432619,35581619,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-20T00:00:00.000000000,13.624614715576172,13.624614715576172,13.624614715576172,13.624614715576172,0,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-21T00:00:00.000000000,14.055926322937012,14.162989450570182,13.8907420456513,13.8907420456513,13650996,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-22T00:00:00.000000000,13.90298080444336,14.01004395007109,13.658263452898858,13.90298080444336,23179668,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-25T00:00:00.000000000,13.9947509765625,14.190525132263035,13.927454344862031,14.010045890449362,22524674,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-26T00:00:00.000000000,13.88768196105957,14.071219613570277,13.569549865140795,14.003923010242058,24039214,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-27T00:00:00.000000000,14.144636154174805,14.285348825088539,14.071221331557467,14.071221331557467,14674821,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-28T00:00:00.000000000,14.380175590515137,14.988908478736109,14.172166325090332,14.144634995893462,15454878,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-03-29T00:00:00.000000000,14.40158748626709,14.530064961390158,14.285347669050925,14.468884092365744,21249133,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-04-01T00:00:00.000000000,14.790075302124023,14.866548602492383,14.071219600202639,14.071219600202639,40137428,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-04-02T00:00:00.000000000,15.258097648620605,15.478343356970731,14.600421484286334,14.991968448324043,53712115,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-04-03T00:00:00.000000000,15.466108322143555,15.750592181492681,15.41716633859384,15.478344745594919,48630086,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-04-04T00:00:00.000000000,15.420225143432617,15.463050152889915,15.206097622642256,15.41716665588279,40702863,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
1996-04-05T00:00:00.000000000,15.420225143432617,15.420225143432619,15.420225143432619,15.420225143432619,0,SBIN.NS,INR,banks-regional,financial-services,india,ASIA
