date,close,high,low,open,volume,symbol,currency,industry,sector,country,region
2002-07-01T00:00:00.000000000,14.535552024841309,14.827933947990593,13.992557150987206,14.222284731507788,847376,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-02T00:00:00.000000000,14.827933311462402,14.869702282113828,13.992556550319769,13.992556550319769,676474,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-03T00:00:00.000000000,14.681743621826172,15.03677814573368,14.598205670806964,15.03677814573368,574661,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-04T00:00:00.000000000,15.03677749633789,15.141199930602193,14.723511961469038,14.932356829997643,1148300,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-05T00:00:00.000000000,14.28493881225586,14.807049190316064,14.201400868898393,14.63997330360113,903273,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-08T00:00:00.000000000,14.201403617858887,14.493785592244311,14.096982052411192,14.305825183306581,572054,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-09T00:00:00.000000000,14.013440132141113,14.347590107884566,13.971671164182704,14.326706507867268,657548,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-10T00:00:00.000000000,13.971673011779785,14.389360978674604,13.929904038297899,14.28493942893191,840243,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-11T00:00:00.000000000,13.616639137268066,14.20140306320001,13.57487015913548,14.20140306320001,1105675,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-12T00:00:00.000000000,13.407793998718262,13.867250037212852,13.345139656977107,13.867250037212852,1212941,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-15T00:00:00.000000000,13.282485961914062,13.512214403749741,13.21983250942381,13.366023898567732,613201,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-16T00:00:00.000000000,13.261603355407715,13.366025791009555,12.927452445443864,12.927452445443864,490166,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-17T00:00:00.000000000,13.052756309509277,13.345138196519205,12.969219258907792,13.198947694995187,490399,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-18T00:00:00.000000000,13.198949813842773,13.470447260795757,13.157180839855847,13.407794683777402,246819,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-19T00:00:00.000000000,13.198949813842773,13.34514033883498,13.157180839855847,13.32425673580355,273717,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-22T00:00:00.000000000,13.136295318603516,13.324255686746012,12.94833583442298,13.282486716047678,430722,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-23T00:00:00.000000000,12.990104675292969,13.15717967245452,12.760375338748146,13.15717967245452,485732,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-24T00:00:00.000000000,12.864798545837402,13.03187443710883,12.73949251134584,13.03187443710883,250128,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-25T00:00:00.000000000,13.031872749328613,13.366023604633005,13.010987381662575,13.157178767591576,393443,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-26T00:00:00.000000000,12.739492416381836,12.948336394952324,12.593301896571093,12.781261388888334,437573,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-29T00:00:00.000000000,12.739492416381836,13.157180373522813,12.635070869077593,13.157180373522813,491284,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-30T00:00:00.000000000,12.718606948852539,13.157180272853106,12.676839744589618,13.157180272853106,467602,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-07-31T00:00:00.000000000,13.094526290893555,13.198948717184745,12.23826504719166,12.73949180942742,948395,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-08-01T00:00:00.000000000,12.635072708129883,12.990107258186883,12.488881283078776,12.948338279600852,616734,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-08-02T00:00:00.000000000,12.593302726745605,12.655955305673528,12.447111313335645,12.57241735515355,280372,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-08-05T00:00:00.000000000,12.614185333251953,12.739492249126304,12.572416361293834,12.65595430521007,132945,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
2002-08-06T00:00:00.000000000,12.530647277832031,12.676839562346544,12.488879190207577,12.676839562346544,270422,BHARTIARTL.NS,INR,telecom-services,communication-services,india,ASIA
