Date,close,high,low,open,volume,symbol
2009-08-06,1.1500740051269531,1.2019623537947843,1.1060043953301528,1.1728195582496657,241978000,AVGO
2009-08-07,1.1678436994552612,1.1913000798663964,1.1394117437408942,1.147941313508422,24543000,AVGO
2009-08-10,1.135147213935852,1.1820599870508024,1.1095584131942546,1.1820599870508024,24210000,AVGO
2009-08-11,1.1138230562210083,1.1372794388753134,1.1017394060996948,1.1358578579004293,23054000,AVGO
2009-08-12,1.137279748916626,1.151495732008818,1.1131125268195334,1.14794173623577,14513000,AVGO
2009-08-13,1.1763732433319092,1.1884568920316947,1.1372793050850756,1.1372793050850756,11506000,AVGO
2009-08-14,1.1799274682998657,1.2083595136785832,1.1550495027356737,1.172819478138668,6378000,AVGO
2009-08-17,1.1529172658920288,1.163579252772093,1.1514956845881414,1.1564712615187167,2544000,AVGO
2009-08-18,1.2133350372314453,1.222575440987101,1.162157442502867,1.1713978462585226,14467000,AVGO
2009-08-19,1.271620512008667,1.2751745066282687,1.1941432937270842,1.196986540263115,20708000,AVGO
2009-08-20,1.2623801231384277,1.2758852689500586,1.2289725055542273,1.2758852689500586,18821000,AVGO
2009-08-21,1.2666447162628174,1.2773067837150311,1.2495855778070883,1.2645123875062811,8636000,AVGO
2009-08-24,1.2438991069793701,1.268777065393465,1.2296831307427445,1.2453206876562521,10216000,AVGO
2009-08-25,1.2687772512435913,1.2723312458233358,1.2474532837651244,1.2545612729246134,5308000,AVGO
2009-08-26,1.2687772512435913,1.2687772512435913,1.2190213271271684,1.2574045194287577,7086000,AVGO
2009-08-27,1.290812611579895,1.2943666077016214,1.2474538250012537,1.2687778017316114,11611000,AVGO
2009-08-28,1.3128470182418823,1.3505193825094735,1.2794393971702536,1.286547387230783,12950000,AVGO
2009-08-31,1.2936553955078125,1.3078713748979114,1.2659341848567671,1.3043173800503867,10048000,AVGO
2009-09-01,1.2687772512435913,1.3107144381249252,1.2040945159986756,1.297209292615462,13835000,AVGO
2009-09-02,1.2566938400268555,1.2972094509689116,1.2424778599724988,1.262380248995383,12934000,AVGO
2009-09-03,1.24034583568573,1.2773074632260952,1.2083598705146879,1.2773074632260952,36577000,AVGO
2009-09-04,1.2623801231384277,1.279439263609321,1.2431884841912773,1.2616692903130087,11586000,AVGO
2009-09-08,1.2581151723861694,1.274463563163778,1.240345200830923,1.2623799994529918,5749000,AVGO
2009-09-09,1.2268402576446533,1.268777451132977,1.2239970954264978,1.268777451132977,5512000,AVGO
2009-09-10,1.2119133472442627,1.2410561369148068,1.2048053580303657,1.2090701007183549,4152000,AVGO
2009-09-11,1.1998300552368164,1.231816100962283,1.1756629186034617,1.2083597126217092,6203000,AVGO
2009-09-14,1.1834813356399536,1.2012513938588414,1.159314205593961,1.1827705875409054,16145000,AVGO
2009-09-15,1.2211536169052124,1.2332371803033808,1.1820595957611748,1.226129191865175,19869000,AVGO
2009-09-16,1.249585509300232,1.2616690721050672,1.2161778974939383,1.2367911137929175,20211000,AVGO
2009-09-17,1.1827702522277832,1.2723309270953196,1.17495143221745,1.2552717912795475,14464000,AVGO
2009-09-18,1.1514960527420044,1.2097816674417925,1.1500744709836122,1.177795611841147,8999000,AVGO
2009-09-21,1.180638313293457,1.1820598943934613,1.1280391347218823,1.1571819285746419,5530000,AVGO
2009-09-22,1.226129412651062,1.234658983366025,1.1955650399163502,1.2055161916281534,11141000,AVGO
2009-09-23,1.2367911338806152,1.264512338719022,1.2296831456759834,1.252428690984025,5303000,AVGO
2009-09-24,1.243188500404358,1.2687772961783315,1.1905893279209496,1.23181576818675,7788000,AVGO
2009-09-25,1.2175999879837036,1.2424779549811733,1.2154675738657055,1.2424779549811733,4685000,AVGO
2009-09-28,1.254561185836792,1.26877716316894,1.2104915883200058,1.2311048062919658,2336000,AVGO
2009-09-29,1.2104921340942383,1.2680669868756673,1.204805808384714,1.2474537596098276,3567000,AVGO
2009-09-30,1.2133350372314453,1.2318158447427567,1.2055162144996006,1.2083594612811455,5126000,AVGO
2009-10-01,1.1593140363693237,1.2147563624963191,1.152206048012886,1.2083592068690872,6605000,AVGO
2009-10-02,1.1436767578125,1.162868400263694,1.1301716095350758,1.1514955813840184,6296000,AVGO
2009-10-05,1.172108769416809,1.1749519316834203,1.1372795656142118,1.144387556014669,1889000,AVGO
2009-10-06,1.1706873178482056,1.2225757589506279,1.1685549881248811,1.1898789632296847,4694000,AVGO
2009-10-07,1.1465201377868652,1.1806385136464521,1.1315933218689391,1.1777952662300204,2917000,AVGO
2009-10-08,1.1379905939102173,1.1500742483523163,1.1330150163520325,1.1450985860601812,5573000,AVGO
2009-10-09,1.1550495624542236,1.169265543511616,1.1330147579216934,1.1358580049735303,8705000,AVGO
2009-10-12,1.1614468097686768,1.1692656338478893,1.14012283653512,1.1529172374220416,12888000,AVGO
2009-10-13,1.1749517917633057,1.1849030279792518,1.1479414145113362,1.1507845764393672,5573000,AVGO
2009-10-14,1.1984081268310547,1.2083593626533449,1.1756625781048304,1.196986545923275,6955000,AVGO
2009-10-15,1.219732403755188,1.2758855840811645,1.2154676599510734,1.2367916331734583,20920000,AVGO
2009-10-16,1.1678436994552612,1.224707695617907,1.1522061407591417,1.224707695617907,12638000,AVGO
2009-10-19,1.1543387174606323,1.1827707640126195,1.1415443176957207,1.1699763642477077,21429000,AVGO
2009-10-20,1.1749517917633057,1.189167770871298,1.156470985029348,1.1614465607703615,4890000,AVGO
2009-10-21,1.172108769416809,1.201962312151943,1.145098304214357,1.163579113149117,2338000,AVGO
2009-10-22,1.157181978225708,1.160735973495173,1.1095583738277317,1.160735973495173,9834000,AVGO
2009-10-23,1.1408336162567139,1.1664224168354966,1.1315932113402682,1.1465200258002137,11341000,AVGO
2009-10-26,1.1259068250656128,1.1458092165122136,1.1237744108509886,1.130882401743779,1624000,AVGO
2009-10-27,1.0981855392456055,1.1365687384430352,1.0846803913098373,1.1337255761620093,3288000,AVGO
2009-10-28,1.0612239837646484,1.1017395114599333,1.0583807368090585,1.1017395114599333,6220000,AVGO
2009-10-29,1.069042444229126,1.0804152596260481,1.0462968981691876,1.0626452885270485,11833000,AVGO
2009-10-30,1.0661996603012085,1.0797048939591605,1.056959255110807,1.073307651257835,2781000,AVGO
2009-11-02,1.0569590330123901,1.0733074257241366,1.0462970488178494,1.0733074257241366,2766000,AVGO
2009-11-03,1.0299487113952637,1.0534050948292104,1.0263947164729663,1.043453942940347,3637000,AVGO
2009-11-04,1.0505620241165161,1.0839695623436412,1.0185759823011817,1.0377676243371683,8053000,AVGO
2009-11-05,1.088944911956787,1.1187985334698036,1.0555373806865063,1.0676209450097254,2741000,AVGO
2009-11-06,1.086812973022461,1.1152449391539137,1.0569593407972813,1.0889453026951654,2575000,AVGO
2009-11-09,1.1131125688552856,1.1187989792536934,1.0725969477253456,1.0846806015971924,2529000,AVGO
2009-11-10,1.0981855392456055,1.1152447671335508,1.0789939820138554,1.1152447671335508,1468000,AVGO
