Date,close,high,low,open,volume,symbol
2008-03-19,12.556120872497559,15.33402372039525,12.222772530749836,13.222817555993005,708486000,V
2008-03-20,14.300643920898438,14.445095212119107,12.778353456874594,12.978362806603414,198985200,V
2008-03-24,13.273927688598633,15.045117543887882,13.111698302852478,14.94289094702019,149566400,V
2008-03-25,14.056191444396973,14.278423720197715,13.293934670580517,13.46283167492844,87092000,V
2008-03-26,14.213973045349121,14.329534752948028,13.682838158089393,13.940627507678792,43111600,V
2008-03-27,13.980631828308105,14.387316434496032,13.92285181212387,14.233977323804947,39829600,V
2008-03-28,13.947295188903809,14.09841318186872,13.813956182287113,14.082856992688397,24675200,V
2008-03-31,13.858402252197266,14.107302116985174,13.789509954446272,13.911737513634613,22157200,V
2008-04-01,13.691729545593262,14.151750251651036,13.402827779857523,14.013966489115305,60410800,V
2008-04-02,13.849514961242676,13.849514961242676,13.445052298752989,13.716175938701683,43836400,V
2008-04-03,14.556214332580566,14.731778037150809,13.738399474777504,13.767289908532462,100868000,V
2008-04-04,14.329533576965332,14.516207818616676,14.1673033184374,14.422870697791005,36394400,V
2008-04-07,14.453984260559082,14.62288122797047,14.227306439336393,14.467317651631944,28301600,V
2008-04-08,15.131786346435547,15.165121508182,14.402865162498422,14.422866937744997,53925600,V
2008-04-09,14.620659828186035,15.271800383928845,14.580657955647322,15.209575625645845,48324400,V
2008-04-10,14.691771507263184,14.82955608754698,14.469539297739308,14.702883795938257,22372000,V
2008-04-11,14.691771507263184,14.838443883890395,14.500651671432873,14.500651671432873,26421600,V
2008-04-14,14.596211433410645,14.94289313400504,14.562876263238756,14.822887538684553,28443600,V
2008-04-15,14.300643920898438,14.789555853068595,14.222862978086505,14.73177499748085,23888000,V
2008-04-16,14.698439598083496,14.878447162332865,14.34731226677219,14.34731226677219,25136800,V
2008-04-17,14.898446083068848,15.056230733047785,14.66954720076846,14.725105247753875,22459600,V
2008-04-18,15.334026336669922,15.656262443806686,14.934007580122957,15.114016868317908,104099600,V
2008-04-21,15.771815299987793,16.111830204048943,15.300682551228522,15.440689885016063,58848000,V
2008-04-22,15.618473052978516,16.089605755665556,15.556248330934222,15.982933592520682,47357600,V
2008-04-23,15.574039459228516,15.9340546878191,15.487369000827238,15.767380468509284,37319600,V
2008-04-24,16.0673885345459,16.220727597664286,15.565143294172621,15.822931761246664,38086800,V
2008-04-25,16.689638137817383,16.907426443188708,16.425182968684464,16.88964745999571,101460000,V
2008-04-28,16.80742645263672,17.176332845275123,16.64519784035421,17.000769143471057,132517200,V
2008-04-29,17.974140167236328,17.974140167236328,15.778486587669226,16.478518373968072,197308400,V
2008-04-30,18.545276641845703,18.847512573234553,18.016364609663793,18.08970164349281,147543600,V
2008-05-01,18.978641510009766,19.476441459425306,18.645293011691674,18.754186379736105,116395600,V
2008-05-02,18.389713287353516,19.44531616487532,18.00080696405601,19.39864760953926,136648800,V
2008-05-05,18.903074264526367,19.00085699513068,17.960810018103626,18.41194120530491,70377200,V
2008-05-06,19.451984405517578,19.58976898138969,18.83417915410209,18.994186611115598,75913200,V
2008-05-07,19.667551040649414,19.96534139510983,19.480876793763283,19.740888078567785,100464800,V
2008-05-08,19.400880813598633,19.945349280092806,19.098644744578007,19.889791204103688,92836400,V
2008-05-09,18.414154052734375,19.260857908246084,18.338594248413692,19.069738144695407,94312000,V
