Date,close,high,low,open,volume,symbol,country,region,industry,sector,currency
2000-03-21,43.249881744384766,43.754744177198596,42.71136232962264,43.687430213302,803110,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-03-22,45.235660552978516,45.47126707097134,43.216211329439744,43.62010528272746,1040890,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-03-23,45.77418518066406,46.11076007169835,44.29325771440327,45.37029633856796,1088890,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-03-24,45.77418518066406,47.05317079373943,43.85570932891363,46.38002101167084,1146960,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-03-27,45.10103225708008,45.706868045887326,44.69714344311688,45.10103225708008,374590,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-03-28,44.5625,45.74051176125388,43.889350422140645,44.76444692764729,1023930,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-03-29,44.52886199951172,44.86543691237919,43.687424717343035,44.427888498506356,612240,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-03-30,44.427886962890625,44.76446186412465,43.754737160422586,44.562514869094066,929690,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-03-31,45.43759536743164,45.70685621897595,44.29324316802279,44.46153055827254,1143970,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-03,47.1204833984375,48.332155025830225,44.59617178780692,45.97613085590835,1440170,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-04,49.81307601928711,49.91404949782245,47.62533957249409,48.399462726965744,1591690,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-05,50.082340240478516,50.418915100783174,46.68293209711152,48.46677988387118,2143420,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
2000-04-06,48.837013244628906,50.68817493688849,47.96191657217996,50.486227970715746,1351230,OR.PA,france,EU,household-personal-products,consumer-defensive,EUR
