Date,close,high,low,open,volume,symbol,year,month,weekday,date,growth_adj_1d,growth_adj_3d,growth_adj_7d,growth_adj_30d,growth_adj_90d,growth_adj_365d,SMA10,SMA20,is_growing_moving_average,high_minus_low_relative,30d_volatility,is_positive_growth_7d
1996-05-09,23.200000762939453,24.399999618530277,22.200000762939453,22.200000762939453,4290000.0,BRK-B,1996,5,3,1996-05-09,,,,,,,,,0,0.0948275337604809,,0
1996-05-10,24.0,24.200000762939453,23.600000381469727,24.0,1060000.0,BRK-B,1996,5,4,1996-05-10,1.034482724601393,,,,,,,,0,0.02500001589457194,,0
1996-05-13,23.899999618530277,24.100000381469727,23.299999237060547,24.0,700000.0,BRK-B,1996,5,0,1996-05-13,0.9958333174387616,1.0301723634728939,,,,,,,0,0.03347285176477235,,0
1996-05-14,23.600000381469727,24.100000381469727,23.100000381469727,24.0,310000.0,BRK-B,1996,5,1,1996-05-14,0.9874477304665749,0.9833333492279053,,,,,,,0,0.042372880671018166,,0
1996-05-15,23.200000762939453,23.700000762939453,23.0,23.600000381469727,545000.0,BRK-B,1996,5,2,1996-05-15,0.983050863895564,0.9707113444868803,,,,,,,0,0.030172445686194135,,0
1996-05-16,22.600000381469727,23.100000381469727,22.299999237060547,23.100000381469727,360000.0,BRK-B,1996,5,3,1996-05-16,0.9741379154423051,0.9576271193289818,0.9741379154423051,,,,,,0,0.03539828012857555,,0
1996-05-17,22.799999237060547,23.0,22.600000381469727,22.600000381469727,325000.0,BRK-B,1996,5,4,1996-05-17,1.008849506735177,0.9827585554860031,0.9499999682108561,,,,,,0,0.017543843505051043,,0
1996-05-20,22.5,23.0,22.399999618530277,22.899999618530277,240000.0,BRK-B,1996,5,0,1996-05-20,0.9868421382851229,0.9955752044344336,0.9414226091683775,,,,,,0,0.02666668362087658,,0
1996-05-21,22.600000381469727,22.799999237060547,22.299999237060547,22.700000762939453,235000.0,BRK-B,1996,5,1,1996-05-21,1.0044444613986545,0.9912281200752968,0.9576271193289818,,,,,,0,0.0221238934318763,,0
1996-05-22,22.0,22.700000762939453,21.799999237060547,22.700000762939453,250000.0,BRK-B,1996,5,2,1996-05-22,0.9734513110025573,0.9777777777777777,0.9482758308846102,,,,23.04000015258789,,0,0.040909160267223015,,0
1996-05-23,22.100000381469727,22.200000762939453,21.700000762939453,22.0,205000.0,BRK-B,1996,5,3,1996-05-23,1.0045454718849876,0.9778761065681237,0.9778761065681237,,,,22.93000011444092,,0,0.02262443399861825,,0
1996-05-24,21.600000381469727,22.100000381469727,21.399999618530277,22.100000381469727,155000.0,BRK-B,1996,5,4,1996-05-24,0.9773755660013818,0.9818181991577148,0.9473684694848469,,,,22.690000152587892,,0,0.0324074421563422,,0
1996-05-28,21.200000762939453,22.100000381469727,21.200000762939453,21.899999618530277,205000.0,BRK-B,1996,5,1,1996-05-28,0.9814814994691654,0.9592760360635605,0.9422222561306424,,,,22.420000267028808,,0,0.042452810667044774,,0
1996-05-29,20.799999237060547,21.299999237060547,20.700000762939453,21.0,105000.0,BRK-B,1996,5,2,1996-05-29,0.981132004175294,0.962962910635155,0.9203539330076719,,,,22.14000015258789,,0,0.02884608154465901,,0
1996-05-30,20.5,20.799999237060547,20.0,20.700000762939453,320000.0,BRK-B,1996,5,3,1996-05-30,0.9855769592276705,0.9669810972760363,0.9318181818181818,,,,21.870000076293945,,0,0.03902435302734375,,0
1996-05-31,20.399999618530277,20.399999618530277,19.799999237060547,20.200000762939453,230000.0,BRK-B,1996,5,4,1996-05-31,0.995121932611233,0.9807692484037419,0.9230768898825515,,,,21.65,,0,0.029411783955364472,,0
1996-06-03,20.100000381469727,20.5,20.0,20.399999618530277,80000.0,BRK-B,1996,6,0,1996-06-03,0.9852941547710595,0.9804878234863281,0.9305555567819885,,,,21.380000114440918,,0,0.02487562141844296,,0
1996-06-04,21.399999618530277,21.399999618530277,20.100000381469727,20.100000381469727,115000.0,BRK-B,1996,6,1,1996-06-04,1.0646765777307658,1.0490196087597792,1.0094339079430812,,,,21.270000076293947,,0,0.060747628982894,,1
