Date,close,high,low,open,volume,symbol
2000-03-28,1.9196213483810425,1.9532992381977494,1.6838782394146232,1.8859441651478452,23025200,IBN
2000-03-29,2.0206544399261475,2.121686702643144,2.0206544399261475,2.071170924576423,9124500,IBN
2000-03-30,1.9532992839813232,2.0374929506212496,1.7849112441179442,2.0206543586099697,3688300,IBN
2000-03-31,1.9701379537582397,2.0206544383696015,1.9532993610823037,2.0206544383696015,3083300,IBN
2000-04-03,1.9364597797393799,1.9701376667689596,1.7680724643418346,1.8859440090701869,5897100,IBN
2000-04-04,1.6838780641555786,1.7175559504670708,1.5828458183879743,1.6838780641555786,4483050,IBN
2000-04-05,1.8691048622131348,1.8859441603705875,1.5828459791220375,1.6502010520013255,1946450,IBN
2000-04-06,2.2479772567749023,2.2900740794763648,1.78491079389212,1.78491079389212,2862750,IBN
2000-04-07,2.3742685317993164,2.5258179929302704,2.3574299383126287,2.3574299383126287,1497100,IBN
2000-04-10,2.1637840270996094,2.492139731207977,2.0374928281475575,2.492139731207977,1596650,IBN
2000-04-11,2.13852596282959,2.1553645552107366,2.0206544029944795,2.0880094791026083,578600,IBN
2000-04-12,2.1216859817504883,2.1722024492366074,2.088008807815285,2.155363862269006,1013650,IBN
2000-04-13,2.0374929904937744,2.121686658781321,2.020654398152973,2.10484806644052,1234750,IBN
2000-04-14,2.0206544399261475,2.037493032615054,1.9532993625869646,1.9869765479647787,1975050,IBN
2000-04-17,2.0206544399261475,2.037493032615054,1.9532993625869646,1.9869765479647787,1392600,IBN
2000-04-18,2.1216859817504883,2.155363862269006,2.0543309272967676,2.0543309272967676,916850,IBN
2000-04-19,2.13852596282959,2.1553645552107366,2.0374929953756262,2.0880094791026083,871200,IBN
2000-04-20,2.1553642749786377,2.189041455362355,2.0880092076277537,2.104847797819612,538450,IBN
2000-04-24,1.9869760274887085,2.121686146880592,1.9785570866413218,2.121686146880592,169950,IBN
2000-04-25,2.0543315410614014,2.071170839643329,2.0122347077736333,2.0206543570645974,156750,IBN
2000-04-26,2.3237524032592773,2.3321713454497353,2.12168648535257,2.12168648535257,1769900,IBN
2000-04-27,2.306912899017334,2.357429373967851,2.1553641807492,2.2227192451554174,1443750,IBN
2000-04-28,2.3237524032592773,2.3911074737003526,2.290074514746999,2.3405909942236756,547250,IBN
2000-05-01,2.2816550731658936,2.3574297992618702,2.273236130210927,2.3574297992618702,234300,IBN
2000-05-02,2.205881357192993,2.2563978482082816,2.172203460988253,2.2563978482082816,721600,IBN
2000-05-03,2.0206544399261475,2.189041779982327,2.0038151406536855,2.189041779982327,853050,IBN
2000-05-04,2.0543315410614014,2.071170839643329,2.0206543570645974,2.0206543570645974,536800,IBN
2000-05-05,2.0964279174804688,2.0964279174804688,2.0627507408228376,2.0627507408228376,125400,IBN
2000-05-08,2.205881357192993,2.2227199520035414,2.1048483751624163,2.1553648661777047,673200,IBN
2000-05-09,2.222719430923462,2.2311390796467094,2.163784009611163,2.18904154261395,300300,IBN
2000-05-10,2.1216859817504883,2.2227189167227266,2.1048473947828867,2.2227189167227266,236500,IBN
2000-05-11,2.0711708068847656,2.138525880396582,2.0711708068847656,2.138525880396582,123750,IBN
2000-05-12,2.0290729999542236,2.054331237511408,2.0206540584907766,2.054331237511408,1265000,IBN
2000-05-15,2.0290729999542236,2.037492648001092,2.0038147623970395,2.012234410443908,178200,IBN
2000-05-16,2.0374929904937744,2.045912639955945,2.020654398152973,2.045912639955945,103950,IBN
2000-05-17,2.0206544399261475,2.037493032615054,2.0206544399261475,2.0206544399261475,460350,IBN
2000-05-18,2.0206544399261475,2.045912682251285,2.0038151406536855,2.0206544399261475,68750,IBN
2000-05-19,1.9785574674606323,2.003815001447561,1.9701378184093192,2.003815001447561,174350,IBN
2000-05-22,2.0206544399261475,2.0206544399261475,1.9701379552758715,2.0206544399261475,1450900,IBN
2000-05-23,2.0206544399261475,2.045912682251285,2.0206544399261475,2.045912682251285,853050,IBN
2000-05-24,2.0206544399261475,2.0290733829788237,2.0206544399261475,2.0206544399261475,139150,IBN
2000-05-25,2.0290729999542236,2.037492648001092,2.0206540584907766,2.037492648001092,1614250,IBN
2000-05-26,2.0880088806152344,2.138525349862647,2.0290727642988067,2.0290727642988067,877250,IBN
2000-05-30,2.0711708068847656,2.121686582080992,2.0543315085691756,2.0964283411911215,361350,IBN
2000-05-31,2.0711708068847656,2.0711708068847656,2.020654325105025,2.0711708068847656,568700,IBN
2000-06-01,2.0543315410614014,2.0543315410614014,2.0543315410614014,2.0543315410614014,193050,IBN
2000-06-02,2.130105972290039,2.130105972290039,2.1048477344707153,2.1216863241557884,425150,IBN
2000-06-05,2.130105972290039,2.130105972290039,2.1048477344707153,2.130105972290039,66000,IBN
2000-06-06,2.2395575046539307,2.256396798212092,2.172202450171229,2.172202450171229,477400,IBN
2000-06-07,2.1722025871276855,2.222719057820582,2.1722025871276855,2.222719057820582,101750,IBN
2000-06-08,2.1553642749786377,2.189041455362355,2.1553642749786377,2.1553642749786377,156750,IBN
2000-06-09,2.1048481464385986,2.17220322494528,2.1048481464385986,2.17220322494528,327250,IBN
2000-06-12,2.0206544399261475,2.1048481099542373,2.0206544399261475,2.08800951726533,728200,IBN
2000-06-13,2.0206544399261475,2.037493032615054,1.9869765479647787,2.0206544399261475,1322200,IBN
2000-06-14,1.9869760274887085,2.020653910628364,1.9869760274887085,2.020653910628364,411950,IBN
2000-06-15,2.0374929904937744,2.0543315828345756,1.9953961563500013,1.9953961563500013,79200,IBN
2000-06-16,1.9448795318603516,2.071170731726895,1.9364598830080857,2.071170731726895,119350,IBN
2000-06-19,1.9869760274887085,2.0038146157668515,1.9532988509324223,1.9532988509324223,156750,IBN
2000-06-20,2.0374929904937744,2.0374929904937744,1.9701379145470295,1.9701379145470295,194700,IBN
2000-06-21,2.0038154125213623,2.03749330905198,1.9532996276009116,2.03749330905198,284350,IBN
2000-06-22,2.0290729999542236,2.0290729999542236,1.986976172886724,1.986976172886724,456500,IBN
2000-06-23,2.0290729999542236,2.0459122960479603,2.0206540584907766,2.0206540584907766,111650,IBN
2000-06-26,2.0290729999542236,2.0290729999542236,2.0038147623970395,2.0290729999542236,1153900,IBN
2000-06-27,2.0038154125213623,2.0206547140784963,2.0038154125213623,2.0206547140784963,72050,IBN
2000-06-28,1.9785574674606323,2.003815001447561,1.9785574674606323,2.003815001447561,58850,IBN
2000-06-29,1.9701379537582397,2.0880095156569,1.9701379537582397,1.9701379537582397,474100,IBN
2000-06-30,1.9532992839813232,1.9701378759926034,1.9532992839813232,1.9701378759926034,388850,IBN
2000-07-03,2.0038154125213623,2.0206547140784963,2.0038154125213623,2.0038154125213623,397100,IBN
2000-07-05,2.0206544399261475,2.037493032615054,1.9869765479647787,2.0038151406536855,868450,IBN
2000-07-06,1.9701379537582397,2.0038151391101118,1.9448797114525587,1.9869765464341758,235400,IBN
2000-07-07,1.9280407428741455,1.9617179216601113,1.919621094885946,1.9617179216601113,166650,IBN
2000-07-10,1.9027827978134155,1.9112017405115829,1.8775245565518635,1.9112017405115829,612700,IBN
2000-07-11,1.8943628072738647,1.8943628072738647,1.8522659816159384,1.8691045705624294,680350,IBN
2000-07-12,1.8859440088272095,1.9027825990481044,1.8691047120228637,1.8859440088272095,536250,IBN
2000-07-13,1.8522660732269287,1.8606857214082992,1.8354274834476199,1.8522660732269287,1354100,IBN
2000-07-14,1.8101693391799927,1.83542757844802,1.7933307485291308,1.83542757844802,337700,IBN
2000-07-17,1.734394907951355,1.768072801401173,1.734394907951355,1.751233501384471,524700,IBN
2000-07-18,1.7175558805465698,1.7512330589036513,1.7175558805465698,1.7512330589036513,570350,IBN
2000-07-19,1.7091363668441772,1.7512331963871142,1.6838781278017223,1.7512331963871142,919600,IBN
2000-07-20,1.6417815685272217,1.7428145413289875,1.6417815685272217,1.7343948914009808,1068100,IBN
2000-07-21,1.599684715270996,1.6502012011418772,1.599684715270996,1.6502012011418772,497750,IBN
2000-07-24,1.4481351375579834,1.6249428234426095,1.4481351375579834,1.6249428234426095,207350,IBN
2000-07-25,1.4397162199020386,1.4818130531700935,1.4397162199020386,1.4481351626055343,1042250,IBN
2000-07-26,1.4481351375579834,1.4649744358407661,1.431296545858714,1.4649744358407661,146300,IBN
2000-07-27,1.5407483577728271,1.5491680064005067,1.4481350492022347,1.4481350492022347,270050,IBN
2000-07-28,1.6081039905548096,1.6081039905548096,1.5491678685715229,1.5660064577452875,279950,IBN
2000-07-31,1.616523027420044,1.6333616175893186,1.566006550328771,1.6249426757964058,359150,IBN
2000-08-01,1.6502010822296143,1.6502010822296143,1.5660067096506058,1.6165231918813068,128700,IBN
2000-08-02,1.616523027420044,1.6502009143420422,1.616523027420044,1.6502009143420422,262900,IBN
2000-08-03,1.599684715270996,1.6081043651106668,1.5828461221752261,1.599684715270996,88550,IBN
2000-08-04,1.5828458070755005,1.6165229865628685,1.5828458070755005,1.6165229865628685,23100,IBN
2000-08-07,1.616523027420044,1.6417812659656805,1.5996844372507693,1.616523027420044,54450,IBN
2000-08-08,1.616523027420044,1.6249426757964058,1.5996844372507693,1.616523027420044,771100,IBN
2000-08-09,1.7175558805465698,1.7512330589036513,1.6165229323085102,1.6165229323085102,324500,IBN
2000-08-10,1.734394907951355,1.751233501384471,1.717556314518239,1.717556314518239,111100,IBN
2000-08-11,1.7512327432632446,1.7512327432632446,1.7512327432632446,1.7512327432632446,78100,IBN
2000-08-14,1.8017499446868896,1.8017499446868894,1.7596531088305398,1.7680727586352372,276100,IBN
2000-08-15,1.784911036491394,1.8017496265439557,1.784911036491394,1.8017496265439557,134750,IBN
2000-08-16,1.7512327432632446,1.784910622133667,1.7512327432632446,1.784910622133667,81400,IBN
2000-08-17,1.7007174491882324,1.7512332214115292,1.7007174491882324,1.7343946306704303,357500,IBN
2000-08-18,1.6838780641555786,1.7007173606030428,1.6838780641555786,1.7007173606030428,97350,IBN
2000-08-21,1.6670399904251099,1.7007178871636421,1.6670399904251099,1.6838785855025487,148500,IBN
2000-08-22,1.7259749174118042,1.7343945657589763,1.6670394987319386,1.6670394987319386,155100,IBN
2000-08-23,1.7007174491882324,1.7091363912670454,1.7007174491882324,1.7091363912670454,20900,IBN
2000-08-24,1.6586198806762695,1.7007174165975143,1.650200938758788,1.6838781195956327,277200,IBN
2000-08-25,1.624942660331726,1.6502008986369783,1.6165230120354945,1.6502008986369783,24750,IBN
2000-08-28,1.616523027420044,1.6249426757964058,1.616523027420044,1.6249426757964058,10450,IBN
2000-08-29,1.5912649631500244,1.616523204461948,1.5828460204350674,1.616523204461948,201300,IBN
2000-08-30,1.599684715270996,1.6081043651106668,1.5828461221752261,1.599684715270996,117700,IBN
2000-08-31,1.5491678714752197,1.5828457564692806,1.4818128080705066,1.5828457564692806,543400,IBN
2000-09-01,1.5323294401168823,1.5660066219966593,1.5323294401168823,1.5491680310567708,91850,IBN
2000-09-05,1.5660067796707153,1.5828460788895569,1.5323295944001367,1.549168187035426,488400,IBN
2000-09-06,1.5491678714752197,1.566006460680546,1.5323292822698935,1.5491678714752197,78100,IBN
2000-09-07,1.5239098072052002,1.5323294560544567,1.5239098072052002,1.5323294560544567,67650,IBN
2000-09-08,1.5407483577728271,1.5491680064005067,1.5407483577728271,1.5407483577728271,884400,IBN
2000-09-11,1.4986515045166016,1.5239097434237285,1.4818129141063365,1.5239097434237285,273350,IBN
2000-09-12,1.4481351375579834,1.4818130275400356,1.4481351375579834,1.4818130275400356,45100,IBN
2000-09-13,1.456554651260376,1.456554651260376,1.4312964127683743,1.4481350029018931,312950,IBN
2000-09-14,1.4481351375579834,1.4481351375579834,1.4144579541594442,1.4481351375579834,273900,IBN
