date,close,high,low,open,volume,symbol,currency,industry,sector,country,region
1980-12-12T00:00:00.000000000,0.09883444756269455,0.09926413870478572,0.09883444756269455,0.09883444756269455,469033600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-15T00:00:00.000000000,0.09367822855710983,0.09410791985762396,0.09367822855710983,0.09410791985762396,175884800,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-16T00:00:00.000000000,0.08680243045091629,0.08723211594284744,0.08680243045091629,0.08723211594284744,105728000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-17T00:00:00.000000000,0.08895087987184525,0.08938057115175883,0.08895087987184525,0.08895087987184525,86441600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-18T00:00:00.000000000,0.09152974933385849,0.09195943470958311,0.09152974933385849,0.09152974933385849,73449600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-19T00:00:00.000000000,0.09711571037769318,0.09754540159017291,0.09711571037769318,0.09711571037769318,48630400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-22T00:00:00.000000000,0.10184231400489807,0.10227277411714292,0.10184231400489807,0.10184231400489807,37363200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-23T00:00:00.000000000,0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10613992065191269,46950400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-24T00:00:00.000000000,0.11172590404748917,0.11215559531935464,0.11172590404748917,0.11172590404748917,48003200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-26T00:00:00.000000000,0.12203914672136307,0.12246883782491184,0.12203914672136307,0.12203914672136307,55574400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-29T00:00:00.000000000,0.12375796586275101,0.12418765719615453,0.12375796586275101,0.12375796586275101,93161600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-30T00:00:00.000000000,0.12075016647577286,0.12117984639500773,0.12075016647577286,0.12117984639500773,68880000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1980-12-31T00:00:00.000000000,0.11731263250112534,0.11774232380061443,0.11731263250112534,0.11774232380061443,35750400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-02T00:00:00.000000000,0.11860165745019913,0.11946103977763702,0.11860165745019913,0.11860165745019913,21660800,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-05T00:00:00.000000000,0.11602357774972916,0.11645325760298,0.11602357774972916,0.11645325760298,35728000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-06T00:00:00.000000000,0.1108664944767952,0.11129618564391083,0.1108664944767952,0.11129618564391083,45158400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-07T00:00:00.000000000,0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10656961179712451,55686400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-08T00:00:00.000000000,0.10399150848388672,0.1044211882396032,0.10399150848388672,0.1044211882396032,39827200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-09T00:00:00.000000000,0.10957743972539902,0.11000713092104364,0.10957743972539902,0.10957743972539902,21504000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-12T00:00:00.000000000,0.10871812701225281,0.10957749838896697,0.10871812701225281,0.10957749838896697,23699200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-13T00:00:00.000000000,0.1048508733510971,0.10528056455638804,0.1048508733510971,0.10528056455638804,23049600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-14T00:00:00.000000000,0.1052805557847023,0.10571024695419255,0.1052805557847023,0.1052805557847023,14291200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-15T00:00:00.000000000,0.10742902755737305,0.10828839864088821,0.10742902755737305,0.10742902755737305,14067200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-16T00:00:00.000000000,0.10656964033842087,0.10699933159871187,0.10656964033842088,0.10699933159871187,13395200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-19T00:00:00.000000000,0.11301495879888535,0.11344465004189479,0.11301495879888535,0.11301495879888535,41574400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-20T00:00:00.000000000,0.10957743972539902,0.11000713092104364,0.10957743972539902,0.11000713092104364,30083200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-21T00:00:00.000000000,0.11172590404748917,0.11258527511656868,0.11172590404748917,0.11172590404748917,15904000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-22T00:00:00.000000000,0.11301495879888535,0.11387434128490424,0.11301495879888535,0.11301495879888535,35548800,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-23T00:00:00.000000000,0.11258523166179657,0.11344461387382984,0.11258523166179656,0.1130149227678132,11222400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-26T00:00:00.000000000,0.1108664944767952,0.11129618564391083,0.1108664944767952,0.11129618564391083,24640000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-27T00:00:00.000000000,0.1100071519613266,0.11086652304233224,0.11000715196132661,0.11086652304233224,23699200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-28T00:00:00.000000000,0.10656964033842087,0.10699933159871187,0.10656964033842088,0.10699933159871187,28156800,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-29T00:00:00.000000000,0.10270245373249054,0.10313214504209817,0.10270245373249054,0.10313214504209817,43904000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-01-30T00:00:00.000000000,0.09711571037769318,0.09797509280265265,0.09711571037769318,0.09797509280265265,46188800,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-02T00:00:00.000000000,0.09152974933385849,0.09195943470958311,0.09152974933385849,0.09195943470958311,23766400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-03T00:00:00.000000000,0.0949673131108284,0.09539699874817179,0.0949673131108284,0.0949673131108284,19152000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-04T00:00:00.000000000,0.09840478748083115,0.09883446723379385,0.09840478748083115,0.09840478748083115,27865600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-05T00:00:00.000000000,0.09840478748083115,0.09926415846140679,0.09840478748083115,0.09840478748083115,7929600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-06T00:00:00.000000000,0.09883444756269455,0.09926413870478572,0.09883444756269455,0.09883444756269455,13865600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-09T00:00:00.000000000,0.09367822855710983,0.094537605420812,0.09367822855710983,0.094537605420812,16755200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-10T00:00:00.000000000,0.09367822855710983,0.09410791985762396,0.09367822855710983,0.09367822855710983,18345600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-11T00:00:00.000000000,0.0906703844666481,0.09110006989744711,0.0906703844666481,0.09110006989744711,13843200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-12T00:00:00.000000000,0.08981029689311981,0.09024075716736568,0.08981029689311981,0.09024075716736568,14560000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-13T00:00:00.000000000,0.08766180276870728,0.08852117944672681,0.08766180276870728,0.08852117944672681,11155200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-17T00:00:00.000000000,0.08981029689311981,0.09024075716736568,0.08981029689311981,0.08981029689311981,12275200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-18T00:00:00.000000000,0.09367822855710983,0.094537605420812,0.09367822855710983,0.09367822855710983,19241600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-19T00:00:00.000000000,0.08809151500463486,0.08852120634286377,0.08809151500463486,0.08852120634286377,22310400,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-20T00:00:00.000000000,0.08336491882801056,0.08379461003284477,0.08336491882801056,0.08379461003284477,24371200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-23T00:00:00.000000000,0.08465397357940674,0.08508366474673824,0.08465397357940674,0.08465397357940674,14112000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-24T00:00:00.000000000,0.0816461592912674,0.08250553589843579,0.0816461592912674,0.08250553589843579,16979200,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-25T00:00:00.000000000,0.08680243045091629,0.08723211594284744,0.08680243045091629,0.08680243045091629,19488000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-26T00:00:00.000000000,0.08809151500463486,0.08852120634286377,0.08809151500463486,0.08809151500463486,10841600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-02-27T00:00:00.000000000,0.09110007435083389,0.09195945099176649,0.09110007435083389,0.09110007435083389,14761600,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-03-02T00:00:00.000000000,0.09152974933385849,0.09195943470958311,0.09152974933385849,0.09152974933385849,11760000,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-03-03T00:00:00.000000000,0.0902407318353653,0.09067042318698612,0.0902407318353653,0.09067042318698612,16172800,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
1981-03-04T00:00:00.000000000,0.08938058465719223,0.08981027026470562,0.08938058465719223,0.08981027026470562,13708800,AAPL,USD,consumer-electronics,technology,united_states,US_AMERICA
