Date,^GDAXI_growth_adj_1d,^GDAXI_growth_adj_3d,^GDAXI_growth_adj_7d,^GDAXI_growth_adj_30d,^GDAXI_growth_adj_90d,^GDAXI_growth_adj_365d
1987-12-30 00:00:00+00:00,,,,,,
1988-01-04 00:00:00+00:00,0.9515514359586261,,,,,
1988-01-05 00:00:00+00:00,1.0414118137732489,,,,,
1988-01-06 00:00:00+00:00,1.0099488348786054,1.0008157734579801,,,,
1988-01-07 00:00:00+00:00,1.008409420239736,1.0606174461423719,,,,
1988-01-08 00:00:00+00:00,1.012045670208114,1.0307097345347473,1.0213889303640353,,,
1988-01-11 00:00:00+00:00,0.9618483435988968,0.981620470914914,1.0324415619752294,,,
1988-01-12 00:00:00+00:00,0.999362033305298,0.9728134327765544,0.9907539793562564,,,
1988-01-13 00:00:00+00:00,0.9785994439059035,0.9406637589226223,0.9600004077059333,,,
1988-01-14 00:00:00+00:00,1.008998003940549,0.9867749541272156,0.9605607362603962,,,
1988-01-15 00:00:00+00:00,0.977423393978273,0.9651126344732078,0.9276997694825747,,,
1988-01-18 00:00:00+00:00,1.0531990653058725,1.0386841428042004,1.0158072596431738,,,
1988-01-19 00:00:00+00:00,0.9771215973051148,1.0058698875009215,0.9932008411544758,,,
1988-01-20 00:00:00+00:00,0.9798608516987916,1.0083782839013258,0.994481070045609,,,
1988-01-21 00:00:00+00:00,0.9883386654256786,0.9462781350511662,0.9741189672540626,,,
1988-01-22 00:00:00+00:00,1.018161887838415,0.9860229628135627,1.0147197343433447,,,
1988-01-25 00:00:00+00:00,0.9960164973266489,1.0022802074422548,0.9596263696601007,,,
1988-01-26 00:00:00+00:00,1.0058485657565785,1.0200371030792263,0.9878389856972942,,,
1988-01-27 00:00:00+00:00,0.9911283882750171,0.9929538141542354,0.9991982637860849,,,
1988-01-28 00:00:00+00:00,0.9771692628354487,0.9741645336307432,0.9879061348164278,,,
1988-01-29 00:00:00+00:00,0.9981231767751912,0.9666824928838755,0.9684628951610906,,,
1988-02-01 00:00:00+00:00,1.016559829059829,0.9914866745280694,0.988437920253517,,,
1988-02-02 00:00:00+00:00,1.004382535901373,1.019098674456173,0.9869972665105561,0.9507356625006459,,
1988-02-03 00:00:00+00:00,1.0172863225032391,1.0386645325228698,1.0130461718655444,1.0164141939459128,,
1988-02-04 00:00:00+00:00,1.0185457248237908,1.0406936108282974,1.0559417765645727,0.9940969731684274,,
1988-02-05 00:00:00+00:00,0.9890529719243942,1.0248098427246355,1.0463461590628338,0.9735290855714083,,
1988-02-08 00:00:00+00:00,1.0077293872516058,1.0151822274746285,1.0372569755197385,0.9728725745553417,,
1988-02-09 00:00:00+00:00,0.9963118551057134,0.993021779656065,1.0289221333124532,0.9577477658072319,,
1988-02-10 00:00:00+00:00,1.0140647579341018,1.0181339313413391,1.0256637202032275,1.0097415697169907,,
1988-02-11 00:00:00+00:00,1.027628945136181,1.0382389469906628,1.0348104176071595,1.0383020662857532,,
1988-02-12 00:00:00+00:00,1.0085880113315528,1.0510317120749004,1.0552492240823694,1.0701201832046865,,
1988-02-15 00:00:00+00:00,1.0153460464072475,1.052359708938075,1.063225049503132,1.0768527717142025,,
1988-02-16 00:00:00+00:00,1.0061181151138139,1.030331202512193,1.0736899066953078,1.1084664922152079,,
1988-02-17 00:00:00+00:00,0.9976320600568768,1.0191390622877627,1.0562909963076772,1.0499835658432877,,
1988-02-18 00:00:00+00:00,0.9987371916979162,1.0024681620818319,1.026593410258915,1.0732109911104921,,
1988-02-19 00:00:00+00:00,0.9950948605464328,0.9914848972142944,1.0128593785988058,1.089896325263416,,
1988-02-22 00:00:00+00:00,1.0121323972720473,1.0058958869258081,1.009653599960448,1.1161350041807192,,
1988-02-23 00:00:00+00:00,1.0090139021068616,1.0162462581920586,1.0125595627080908,1.1061067491314072,,
1988-02-24 00:00:00+00:00,1.0008138172860865,1.0220867751295535,1.0157889283606625,1.1114343195071184,,
1988-02-25 00:00:00+00:00,1.0202728674748172,1.0303073073050006,1.0376922891254208,1.1273727664168847,,
1988-02-26 00:00:00+00:00,0.9888328568529031,1.0097003777564677,1.0311622253044876,1.124761682282518,,
1988-02-29 00:00:00+00:00,1.003650121657528,1.0125618666226412,1.022520468334858,1.1552422309958306,,
1988-03-01 00:00:00+00:00,1.0036738056328756,0.996088256886787,1.0171088898262448,1.1616666092831864,,
1988-03-02 00:00:00+00:00,0.9936725111074313,1.0009634213161631,1.009851310170742,1.1355122873423542,,
