Date,EPI_growth_adj_1d,EPI_growth_adj_3d,EPI_growth_adj_7d,EPI_growth_adj_30d,EPI_growth_adj_90d,EPI_growth_adj_365d
2008-02-26 00:00:00+00:00,,,,,,
2008-02-27 00:00:00+00:00,0.9965600152824966,,,,,
2008-02-28 00:00:00+00:00,0.9858073976873617,,,,,
2008-02-29 00:00:00+00:00,0.9653693651937443,0.9483945374323343,,,,
2008-03-03 00:00:00+00:00,0.9729948653278533,0.9259683321380929,,,,
2008-03-04 00:00:00+00:00,0.9776307610165391,0.918288021929078,0.9021410614291623,,,
2008-03-05 00:00:00+00:00,1.0161012243137173,0.9665456736007934,0.9198308410577755,,,
2008-03-06 00:00:00+00:00,0.9662216257037786,0.9598173282742177,0.9015558746102843,,,
2008-03-07 00:00:00+00:00,0.9814419139165315,0.9635590380689376,0.9165659849819561,,,
2008-03-10 00:00:00+00:00,0.9753737223807,0.9249375389047827,0.9188068801145722,,,
2008-03-11 00:00:00+00:00,1.0991883280182337,1.052222926773675,1.0330503484512397,,,
2008-03-12 00:00:00+00:00,0.9610337521778971,1.0303429404288869,0.97706432076324,,,
2008-03-13 00:00:00+00:00,0.9790864948043422,1.0342649538770057,0.990073556175762,,,
2008-03-14 00:00:00+00:00,0.9707937883999679,0.9134540161955947,0.9793317819074109,,,
2008-03-17 00:00:00+00:00,0.959586691402139,0.9120785978252203,0.9634806872710648,,,
2008-03-18 00:00:00+00:00,1.0566211083643529,0.984306804417802,0.9261688881899347,,,
2008-03-19 00:00:00+00:00,0.9388840857500917,0.9519529329566042,0.904822778458899,,,
2008-03-20 00:00:00+00:00,1.0183961219015922,1.0102945193406954,0.941150770111388,,,
2008-03-24 00:00:00+00:00,1.0481701805573576,1.0022141147574783,1.0161644876871798,,,
2008-03-25 00:00:00+00:00,1.0344678515809893,1.1042452394845166,1.095460685156716,,,
2008-03-26 00:00:00+00:00,0.9824860629592989,1.065308021653607,1.0186005628378836,,,
2008-03-27 00:00:00+00:00,0.9913043575016188,1.0075124283588233,1.0754716070068362,,,
2008-03-28 00:00:00+00:00,1.0144739485762329,0.9880395121750034,1.0713296175015077,0.8841744339055141,,
2008-03-31 00:00:00+00:00,0.9865974858240896,0.9921741746346796,1.0083964672166439,0.8753354139678569,,
2008-04-01 00:00:00+00:00,1.0442593351562197,1.0451756174808198,1.0179411789551307,0.9272370846203148,,
2008-04-02 00:00:00+00:00,0.9756606213784725,1.0051876579306136,1.0108694266813647,0.937121834153353,,
2008-04-03 00:00:00+00:00,1.000430882615908,1.0192817134316552,1.0201760792145242,0.963546321844952,,
2008-04-04 00:00:00+00:00,0.9767836693607068,0.9534199969676092,0.9822739513890046,0.9627114339897518,,
2008-04-07 00:00:00+00:00,1.018925956281803,0.9956990790259331,1.0144607498302514,0.9653877438873892,,
2008-04-08 00:00:00+00:00,0.9853135432934759,0.9806532411752366,0.9571970125580619,0.9844631845089722,,
2008-04-09 00:00:00+00:00,0.9978081097491383,1.0017609708164426,0.9789253771548759,1.0008797620355723,,
2008-04-10 00:00:00+00:00,1.0149384130343428,0.9978406023440123,0.9931210501726037,1.04147907003187,,
2008-04-11 00:00:00+00:00,0.9826837075697556,0.9951773314689857,0.9991197705914904,0.9310911404421698,,
2008-04-14 00:00:00+00:00,0.9955949755253645,0.9929700323004595,0.9762423043758783,0.9645755511496442,,
2008-04-15 00:00:00+00:00,1.0482299882850217,1.0255410101326694,1.0385795123232884,1.0326942757837392,,
2008-04-16 00:00:00+00:00,1.0249047170709082,1.0696033838131236,1.066783313177277,1.0902554663924287,,
2008-04-17 00:00:00+00:00,0.994234183578773,1.0681414362274884,1.0450214740235468,1.129620974564669,,
2008-04-18 00:00:00+00:00,1.0219553025783563,1.0413676548619506,1.0867843116354958,1.0925601767005557,,
2008-04-21 00:00:00+00:00,1.0020266323443734,1.0181220818417651,1.0938050619411448,1.1660378646403362,,
2008-04-22 00:00:00+00:00,0.9870551273527833,1.0107705385221075,1.0299704328053165,1.1301532166399495,,
2008-04-23 00:00:00+00:00,1.0106555794405756,0.9995944849194601,1.0156508670859203,1.0897043964869557,,
2008-04-24 00:00:00+00:00,1.0040548146714119,1.0016177443849053,1.0256830432565955,1.0576674221331985,,
2008-04-25 00:00:00+00:00,1.0133282881419428,1.0282785288925311,1.0170245604452293,1.0908697422796267,,
2008-04-28 00:00:00+00:00,0.9864490334720131,1.0036498898344053,1.001213802392933,1.0855267555038912,,
2008-04-29 00:00:00+00:00,1.0092924685930917,1.008885431464874,1.0237701240829178,1.079982369506891,,
2008-04-30 00:00:00+00:00,1.0036031345696768,0.9992029170491279,1.016626164748557,1.0985976620564362,,
2008-05-01 00:00:00+00:00,1.0139610997940092,1.0270706892200125,1.026656482320798,1.0667228495335672,,
2008-05-02 00:00:00+00:00,1.0031468489226965,1.0208168172978773,1.016341127764812,1.0967744743777443,,
2008-05-05 00:00:00+00:00,0.9886273965606291,1.0055842171948117,1.0185855011921676,1.0838342878650558,,
2008-05-06 00:00:00+00:00,0.9948434375692432,0.9866244963467521,1.0040034311132304,1.1038733165970962,,
2008-05-07 00:00:00+00:00,0.9557415683173277,0.9400000054741774,0.9561227748253086,1.0354212770062892,,
2008-05-08 00:00:00+00:00,0.9937420641414403,0.9448630990630128,0.9370570725253355,1.044278426975529,,
2008-05-09 00:00:00+00:00,0.9874057998857834,0.9377991238424772,0.9223530824317135,1.0333916565886385,,
2008-05-12 00:00:00+00:00,0.9974488347492627,0.9787234063204232,0.9305831605512086,1.0155840891097199,,
2008-05-13 00:00:00+00:00,0.9884910380676469,0.9735517402401909,0.9246410838564846,1.0215858498069086,,
2008-05-14 00:00:00+00:00,1.004743342816675,0.9906460241646026,0.9720483070912533,1.0309730431971802,,
2008-05-15 00:00:00+00:00,1.0296137747887304,1.02259159255619,1.007136925018775,1.012663307265583,,
2008-05-16 00:00:00+00:00,0.991246775206822,1.0254423959740175,1.0110546537523426,0.9794073741469925,,
