Date,BTC_growth_adj_1d,BTC_growth_adj_3d,BTC_growth_adj_7d,BTC_growth_adj_30d,BTC_growth_adj_90d,BTC_growth_adj_365d
2014-09-17 00:00:00+00:00,,,,,,
2014-09-18 00:00:00+00:00,0.9280744239876884,,,,,
2014-09-19 00:00:00+00:00,0.9301573549131616,,,,,
2014-09-20 00:00:00+00:00,1.0357349164294536,0.8941036056442578,,,,
2014-09-21 00:00:00+00:00,0.9753414554526072,0.9396404959717573,,,,
2014-09-22 00:00:00+00:00,1.0083521016497066,1.0186324538569609,0.8793398150170416,,,
2014-09-23 00:00:00+00:00,1.0836474178342121,1.0657538051816833,1.0267434327601639,,,
2014-09-24 00:00:00+00:00,0.971119185652604,1.061140138777266,1.071958675625692,,,
2014-09-25 00:00:00+00:00,0.9725169083202038,1.0234289444825686,1.006529682962103,,,
2014-09-26 00:00:00+00:00,0.9826300562112052,0.9280251350157659,1.0140513493177945,,,
2014-09-27 00:00:00+00:00,0.9878716723067372,0.9440342190898326,0.9934551637434618,,,
2014-09-28 00:00:00+00:00,0.9440854278331289,0.9164354285191433,0.8655089541672937,,,
2014-09-29 00:00:00+00:00,0.9954557910951985,0.9283971609841627,0.8871989282052869,,,
2014-09-30 00:00:00+00:00,1.0305672387325582,0.9685222539163093,0.9401565585386881,,,
2014-10-01 00:00:00+00:00,0.9913966620294792,1.017058098055523,0.9485442339451915,,,
2014-10-02 00:00:00+00:00,0.9777302777913901,0.9989479247971053,0.9388065710873896,,,
2014-10-03 00:00:00+00:00,0.958514637367387,0.9291060028876804,0.9531550996495237,,,
2014-10-04 00:00:00+00:00,0.9147566794553265,0.857281403715553,0.875885199283477,,,
2014-10-05 00:00:00+00:00,0.9745915126006829,0.8545293103317811,0.828311098152189,,,
2014-10-06 00:00:00+00:00,1.0298555425808325,0.918130732943259,0.8604434613154694,,,
2014-10-07 00:00:00+00:00,1.018504665621736,1.022261390548372,0.8963266247959071,,,
2014-10-08 00:00:00+00:00,1.0498323556195908,1.1011824644712216,0.9817196892251246,,,
2014-10-09 00:00:00+00:00,1.0342437764253223,1.1058746236719594,1.1099536101554888,0.7981606202248097,,
2014-10-10 00:00:00+00:00,0.99051029447616,1.0754788231415329,1.12808336932486,0.8518565866530533,,
2014-10-11 00:00:00+00:00,1.00203837651034,1.0265172797765147,1.0976129964148582,0.9176866544146778,,
2014-10-12 00:00:00+00:00,1.04485245473017,1.037046704118961,1.1260072460715953,0.9257650179872089,,
2014-10-13 00:00:00+00:00,1.0313433396531877,1.0797981779361738,1.1061766837542275,0.9789203361011196,,
2014-10-14 00:00:00+00:00,1.0267818101121184,1.1064617420724414,1.098195728645989,0.9968121185179497,,
2014-10-15 00:00:00+00:00,0.9847906180618511,1.0428583843627053,1.0918542254405597,0.9058769541930641,,
2014-10-16 00:00:00+00:00,0.969053075613783,0.9798726437077028,1.0559123483572097,0.903949650627604,,
