date,close,high,low,open,volume,symbol,currency,country,region
2008-02-26T00:00:00.000000000,21.446683883666992,21.53686539479012,21.069564043873214,21.249925502422855,813800,EPI,USD,India,ASIA
2008-02-27T00:00:00.000000000,21.372901916503906,21.536868036165178,21.200738898186696,21.422091126923565,881900,EPI,USD,India,ASIA
2008-02-28T00:00:00.000000000,21.069561004638672,21.340103935286255,21.03676716398011,21.299111634463053,1037000,EPI,USD,India,ASIA
2008-02-29T00:00:00.000000000,20.33991241455078,20.766222934265162,20.2743263010329,20.766222934265162,854700,EPI,USD,India,ASIA
2008-03-03T00:00:00.000000000,19.790632247924805,19.946399886347198,19.577476943688,19.864416836456645,610000,EPI,USD,India,ASIA
2008-03-04T00:00:00.000000000,19.347919464111328,19.380711734296785,19.00359202683568,19.36431638105209,611100,EPI,USD,India,ASIA
2008-03-05T00:00:00.000000000,19.659454345703125,19.815221939375757,19.479092938716402,19.651255886699705,676900,EPI,USD,India,ASIA
2008-03-06T00:00:00.000000000,18.99539566040039,19.725041343966183,18.978998741653776,19.708645988915805,579700,EPI,USD,India,ASIA
2008-03-07T00:00:00.000000000,18.642871856689453,18.929811712767194,18.462510420950274,18.51989807942654,485900,EPI,USD,India,ASIA
2008-03-10T00:00:00.000000000,18.183767318725586,18.938008395838427,18.118181206093873,18.913413017215433,804900,EPI,USD,India,ASIA
2008-03-11T00:00:00.000000000,19.987384796142578,20.003781714074588,19.347920633755876,19.667652714949227,879900,EPI,USD,India,ASIA
2008-03-12T00:00:00.000000000,19.20855140686035,19.470895858766006,19.151163753468026,19.36431901156544,692100,EPI,USD,India,ASIA
2008-03-13T00:00:00.000000000,18.806842803955078,18.888825864585115,18.20017065720773,18.4543167378337,543000,EPI,USD,India,ASIA
2008-03-14T00:00:00.000000000,18.257553100585938,19.175758738267323,18.077190106126245,19.175758738267323,372200,EPI,USD,India,ASIA
2008-03-17T00:00:00.000000000,17.51971435546875,17.79845426674739,17.23277441785316,17.49511896754849,707700,EPI,USD,India,ASIA
2008-03-18T00:00:00.000000000,18.511699676513672,18.519898136849477,17.708269327962004,17.90502768493202,787300,EPI,USD,India,ASIA
2008-03-19T00:00:00.000000000,17.380338668823242,18.24935513315548,17.347544827601144,18.21656129193338,844400,EPI,USD,India,ASIA
2008-03-20T00:00:00.000000000,17.7000675201416,17.78205054429836,17.20817093889716,17.51970611795363,743700,EPI,USD,India,ASIA
2008-03-24T00:00:00.000000000,18.552692413330078,18.634675461824397,18.044400327319167,18.36413249638076,651600,EPI,USD,India,ASIA
2008-03-25T00:00:00.000000000,19.19215202331543,19.40530725404255,19.036384438611748,19.40530725404255,562200,EPI,USD,India,ASIA
2008-03-26T00:00:00.000000000,18.85602378845215,18.995394461610292,18.675662384710606,18.995394461610292,360800,EPI,USD,India,ASIA
2008-03-27T00:00:00.000000000,18.692054748535156,19.15115898884565,18.683857854686657,19.15115898884565,390100,EPI,USD,India,ASIA
2008-03-28T00:00:00.000000000,18.96260643005371,19.470900088819942,18.90521876419391,19.470900088819942,517000,EPI,USD,India,ASIA
2008-03-31T00:00:00.000000000,18.708452224731445,18.880616710935442,18.45430628801652,18.700253766941167,703200,EPI,USD,India,ASIA
2008-04-01T00:00:00.000000000,19.536481857299805,19.544680316835866,18.831429974161274,18.91341300582561,549800,EPI,USD,India,ASIA
2008-04-02T00:00:00.000000000,19.060985565185547,19.167562430856876,18.897019472479524,19.060985565185547,557600,EPI,USD,India,ASIA
2008-04-03T00:00:00.000000000,19.069181442260742,19.11017217803461,18.847827716210652,18.938009211348763,322100,EPI,USD,India,ASIA
2008-04-04T00:00:00.000000000,18.626476287841797,18.757648534934614,18.47071022172941,18.757648534934614,559700,EPI,USD,India,ASIA
2008-04-07T00:00:00.000000000,18.9789981842041,19.200351889693117,18.913412074840267,19.159361157726792,439600,EPI,USD,India,ASIA
2008-04-08T00:00:00.000000000,18.700260162353516,18.90521698611709,18.659269423079387,18.724855544135874,289400,EPI,USD,India,ASIA
2008-04-09T00:00:00.000000000,18.659271240234375,18.979003416060173,18.62647739466423,18.938012672794116,318700,EPI,USD,India,ASIA
2008-04-10T00:00:00.000000000,18.938007354736328,18.938007354736328,18.66746445954136,18.675662918631655,392800,EPI,USD,India,ASIA
2008-04-11T00:00:00.000000000,18.610078811645508,18.774043320001855,18.519897315646887,18.774043320001855,330100,EPI,USD,India,ASIA
2008-04-14T00:00:00.000000000,18.528095245361328,18.585482899828484,18.30674152353404,18.4543106714189,354900,EPI,USD,India,ASIA
2008-04-15T00:00:00.000000000,19.421707153320312,19.528284003200774,19.16755959091188,19.520085543410538,467700,EPI,USD,India,ASIA
2008-04-16T00:00:00.000000000,19.905405044555664,19.987386513868913,19.585671372188077,19.61846521087041,498100,EPI,USD,India,ASIA
2008-04-17T00:00:00.000000000,19.790632247924805,19.880813759174078,19.54468466194975,19.83162455471839,378100,EPI,USD,India,ASIA
2008-04-18T00:00:00.000000000,20.225143432617188,20.39730644806278,20.110368088986792,20.282531104432383,720800,EPI,USD,India,ASIA
2008-04-21T00:00:00.000000000,20.266128540039062,20.290723919842282,19.987387157054613,20.208740884194558,282900,EPI,USD,India,ASIA
2008-04-22T00:00:00.000000000,20.003782272338867,20.192342142730794,19.856213134224767,20.192342142730794,529400,EPI,USD,India,ASIA
2008-04-23T00:00:00.000000000,20.21694564819336,20.241541035665936,19.807031905831455,20.07757491324244,797000,EPI,USD,India,ASIA
2008-04-24T00:00:00.000000000,20.29892349243164,20.479284929785795,19.88081139503678,20.24153583344152,726000,EPI,USD,India,ASIA
2008-04-25T00:00:00.000000000,20.569461822509766,20.65964330283335,20.23333284055325,20.57766028105701,348500,EPI,USD,India,ASIA
2008-04-28T00:00:00.000000000,20.290721893310547,20.51207559834284,20.233334243197625,20.51207559834284,435700,EPI,USD,India,ASIA
2008-04-29T00:00:00.000000000,20.479286193847656,20.643252284251286,20.33991548611353,20.635053823361453,244400,EPI,USD,India,ASIA
2008-04-30T00:00:00.000000000,20.553064346313477,20.62684890753542,20.405495223869583,20.536667429665034,323400,EPI,USD,India,ASIA
2008-05-01T00:00:00.000000000,20.840007781982422,20.9219908158839,20.380904981308998,20.438292635931138,379000,EPI,USD,India,ASIA
2008-05-02T00:00:00.000000000,20.905595779418945,21.028569559499765,20.774423538839876,20.946586518213735,1062200,EPI,USD,India,ASIA
2008-05-05T00:00:00.000000000,20.667842864990234,21.102351841893494,20.61045521144941,21.102351841893494,599100,EPI,USD,India,ASIA
2008-05-06T00:00:00.000000000,20.561269760131836,20.57766668232705,20.241537595807994,20.57766668232705,392300,EPI,USD,India,ASIA
2008-05-07T00:00:00.000000000,19.651256561279297,20.49567910326443,19.634861206405812,20.23333466093404,683800,EPI,USD,India,ASIA
2008-05-08T00:00:00.000000000,19.52828025817871,19.684047836928386,19.356117326689084,19.62666019309851,627000,EPI,USD,India,ASIA
2008-05-09T00:00:00.000000000,19.282333374023438,19.52008241505257,19.142962707318063,19.26593645707079,516000,EPI,USD,India,ASIA
2008-05-12T00:00:00.000000000,19.233144760131836,19.42990465803318,19.003594152073997,19.1347663748774,437600,EPI,USD,India,ASIA
2008-05-13T00:00:00.000000000,19.01178741455078,19.528277705193492,18.757639934106702,18.94620132107717,465300,EPI,USD,India,ASIA
2008-05-14T00:00:00.000000000,19.10197639465332,19.380717815321784,19.07738257522152,19.09377949730709,496100,EPI,USD,India,ASIA
