DATE,CPILFESL,cpi_core_yoy,cpi_core_mom
1962-12-01,31.6,0.012820512820512997,0.0031746031746031633
1963-01-01,31.5,0.009615384615384581,-0.0031645569620253333
1963-02-01,31.6,0.012820512820512997,0.0031746031746031633
1963-03-01,31.7,0.012779552715654896,0.0031645569620253333
1963-04-01,31.7,0.012779552715654896,0.0
1963-05-01,31.7,0.009554140127388644,0.0
1963-06-01,31.8,0.01273885350318471,0.003154574132492094
1963-07-01,31.8,0.01273885350318471,0.0
1963-08-01,31.9,0.012698412698412653,0.0031446540880502027
1963-09-01,31.9,0.012698412698412653,0.0
1963-10-01,32.0,0.015873015873015817,0.0031347962382446415
1963-11-01,32.0,0.015873015873015817,0.0
1963-12-01,32.1,0.015822784810126667,0.0031250000000000444
1964-01-01,32.2,0.022222222222222365,0.0031152647975078995
1964-02-01,32.2,0.018987341772152,0.0
1964-03-01,32.2,0.015772870662460692,0.0
1964-04-01,32.2,0.015772870662460692,0.0
1964-05-01,32.2,0.015772870662460692,0.0
1964-06-01,32.3,0.015723270440251458,0.0031055900621115295
1964-07-01,32.3,0.015723270440251458,0.0
1964-08-01,32.3,0.012539184952978122,0.0
1964-09-01,32.3,0.012539184952978122,0.0
1964-10-01,32.4,0.012499999999999956,0.003095975232198178
1964-11-01,32.5,0.015625,0.0030864197530864335
1964-12-01,32.5,0.012461059190031154,0.0
1965-01-01,32.6,0.012422360248447228,0.0030769230769231992
1965-02-01,32.6,0.012422360248447228,0.0
1965-03-01,32.6,0.012422360248447228,0.0
1965-04-01,32.7,0.01552795031055898,0.0030674846625766694
1965-05-01,32.7,0.01552795031055898,0.0
1965-06-01,32.7,0.012383900928792713,0.0
1965-07-01,32.7,0.012383900928792713,0.0
1965-08-01,32.7,0.012383900928792713,0.0
1965-09-01,32.8,0.015479876160990669,0.003058103975535076
1965-10-01,32.8,0.012345679012345734,0.0
1965-11-01,32.9,0.012307692307692353,0.0030487804878049918
1965-12-01,33.0,0.01538461538461533,0.003039513677811634
1966-01-01,33.0,0.012269938650306678,0.0
1966-02-01,33.1,0.015337423312883347,0.003030303030303161
1966-03-01,33.1,0.015337423312883347,0.0
1966-04-01,33.3,0.0183486238532109,0.0060422960725075026
1966-05-01,33.4,0.021406727828745975,0.0030030030030030463
1966-06-01,33.5,0.024464831804281273,0.0029940119760478723
1966-07-01,33.6,0.02752293577981657,0.0029850746268658135
1966-08-01,33.7,0.030581039755351647,0.0029761904761904656
1966-09-01,33.8,0.030487804878048808,0.0029673590504448732
1966-10-01,34.0,0.03658536585365857,0.00591715976331364
1966-11-01,34.0,0.033434650455927084,0.0
1966-12-01,34.1,0.03333333333333344,0.002941176470588225
1967-01-01,34.2,0.036363636363636376,0.0029325513196480912
1967-02-01,34.2,0.0332326283987916,0.0
1967-03-01,34.3,0.03625377643504524,0.0029239766081869956
1967-04-01,34.4,0.033033033033033066,0.00291545189504383
1967-05-01,34.5,0.03293413173652704,0.0029069767441860517
1967-06-01,34.6,0.032835820895522394,0.0028985507246377384
1967-07-01,34.7,0.032738095238095344,0.0028901734104047616
1967-08-01,34.9,0.035608308605341144,0.0057636887608067955
1967-09-01,35.0,0.03550295857988184,0.002865329512893977
1967-10-01,35.1,0.032352941176470695,0.0028571428571428914
1967-11-01,35.2,0.03529411764705892,0.002849002849002913
1967-12-01,35.4,0.038123167155425186,0.005681818181818121
1968-01-01,35.5,0.03801169590643272,0.0028248587570622874
1968-02-01,35.7,0.04385964912280693,0.005633802816901401
1968-03-01,35.8,0.0437317784256559,0.0028011204481790397
1968-04-01,35.9,0.043604651162790775,0.0027932960893854997
1968-05-01,36.0,0.04347826086956519,0.0027855153203342198
1968-06-01,36.2,0.046242774566473965,0.005555555555555536
1968-07-01,36.4,0.04899135446685876,0.0055248618784529135
1968-08-01,36.5,0.045845272206303855,0.0027472527472527375
1968-09-01,36.7,0.04857142857142871,0.005479452054794498
1968-10-01,36.9,0.0512820512820511,0.005449591280653809
1968-11-01,37.1,0.05397727272727271,0.005420054200542035
1968-12-01,37.2,0.05084745762711873,0.0026954177897573484
1969-01-01,37.3,0.05070422535211261,0.0026881720430105283
1969-02-01,37.6,0.053221288515406195,0.008042895442359255
1969-03-01,37.8,0.05586592178770955,0.005319148936170137
1969-04-01,38.1,0.061281337047353945,0.00793650793650813
1969-05-01,38.1,0.05833333333333335,0.0
1969-06-01,38.3,0.0580110497237567,0.005249343832020914
1969-07-01,38.5,0.05769230769230771,0.005221932114882533
1969-08-01,38.7,0.0602739726027397,0.0051948051948051965
1969-09-01,38.9,0.059945504087193235,0.0051679586563306845
1969-10-01,39.1,0.05962059620596216,0.005141388174807249
1969-11-01,39.2,0.05660377358490565,0.002557544757033181
1969-12-01,39.4,0.05913978494623651,0.005102040816326481
1970-01-01,39.6,0.06166219839142095,0.005076142131979822
1970-02-01,39.8,0.058510638297872175,0.005050505050504972
1970-03-01,40.1,0.060846560846560926,0.007537688442211143
1970-04-01,40.4,0.06036745406824129,0.007481296758104605
1970-05-01,40.5,0.06299212598425186,0.0024752475247524774
1970-06-01,40.8,0.06527415143603132,0.007407407407407307
1970-07-01,40.9,0.06233766233766236,0.002450980392156854
1970-08-01,41.1,0.06201550387596888,0.004889975550122383
1970-09-01,41.3,0.06169665809768632,0.0048661800486617945
1970-10-01,41.5,0.0613810741687979,0.004842615012106588
1970-11-01,41.8,0.0663265306122447,0.0072289156626506035
1970-12-01,42.0,0.06598984771573613,0.004784688995215447
1971-01-01,42.1,0.06313131313131315,0.0023809523809523725
1971-02-01,42.2,0.06030150753768848,0.002375296912114022
1971-03-01,42.2,0.052369077306733125,0.0
1971-04-01,42.4,0.04950495049504955,0.004739336492890933
1971-05-01,42.6,0.051851851851851816,0.004716981132075526
1971-06-01,42.8,0.0490196078431373,0.004694835680751019
1971-07-01,42.9,0.0488997555012225,0.00233644859813098
1971-08-01,43.0,0.04622871046228716,0.002331002331002363
1971-09-01,43.0,0.041162227602905554,0.0
1971-10-01,43.1,0.03855421686746996,0.0023255813953488857
1971-11-01,43.2,0.03349282296650724,0.002320185614849146
1971-12-01,43.3,0.030952380952380842,0.0023148148148146586
1972-01-01,43.5,0.03325415676959609,0.004618937644341958
1972-02-01,43.6,0.033175355450236976,0.0022988505747125743
1972-03-01,43.6,0.033175355450236976,0.0
1972-04-01,43.8,0.03301886792452824,0.004587155963302614
1972-05-01,43.9,0.030516431924882514,0.0022831050228311334
1972-06-01,44.0,0.028037383177570208,0.002277904328018332
1972-07-01,44.1,0.027972027972028135,0.002272727272727204
1972-08-01,44.3,0.03023255813953485,0.0045351473922901064
1972-09-01,44.3,0.03023255813953485,0.0
1972-10-01,44.4,0.030162412993039345,0.0022573363431150906
1972-11-01,44.4,0.02777777777777768,0.0
1972-12-01,44.6,0.03002309468822184,0.0045045045045044585
1973-01-01,44.6,0.025287356321839205,0.0
1973-02-01,44.8,0.02752293577981635,0.004484304932735439
1973-03-01,45.0,0.032110091743119185,0.0044642857142858094
1973-04-01,45.1,0.029680365296803846,0.0022222222222223476
1973-05-01,45.3,0.03189066059225509,0.0044345898004434225
1973-06-01,45.4,0.031818181818181746,0.002207505518763808
1973-07-01,45.5,0.03174603174603163,0.0022026431718062955
1973-08-01,45.7,0.031602708803611934,0.00439560439560438
1973-09-01,46.0,0.038374717832957206,0.006564551422319376
1973-10-01,46.3,0.04279279279279269,0.006521739130434634
1973-11-01,46.5,0.04729729729729737,0.004319654427645814
1973-12-01,46.7,0.047085201793722,0.004301075268817289
1974-01-01,46.9,0.05156950672645744,0.004282655246252487
1974-02-01,47.2,0.0535714285714286,0.006396588486140775
1974-03-01,47.6,0.057777777777777706,0.008474576271186418
1974-04-01,47.9,0.06208425720620836,0.006302521008403339
1974-05-01,48.5,0.07064017660044164,0.012526096033403045
1974-06-01,49.0,0.07929515418502198,0.010309278350515427
1974-07-01,49.5,0.08791208791208782,0.010204081632652962
1974-08-01,50.2,0.09846827133479219,0.014141414141414232
1974-09-01,50.7,0.10217391304347823,0.009960159362549792
1974-10-01,51.2,0.10583153347732188,0.009861932938856066
1974-11-01,51.6,0.10967741935483866,0.0078125
1974-12-01,52.0,0.1134903640256959,0.007751937984496138
1975-01-01,52.3,0.11513859275053306,0.005769230769230749
1975-02-01,52.8,0.11864406779661008,0.009560229445506607
1975-03-01,53.0,0.11344537815126055,0.0037878787878788955
1975-04-01,53.3,0.11273486430062629,0.005660377358490454
1975-05-01,53.5,0.10309278350515472,0.0037523452157599557
1975-06-01,53.8,0.09795918367346923,0.005607476635513864
1975-07-01,54.0,0.09090909090909083,0.003717472118959231
1975-08-01,54.2,0.07968127490039834,0.0037037037037037646
1975-09-01,54.5,0.07495069033530566,0.005535055350553542
1975-10-01,54.8,0.07031249999999978,0.005504587155963359
1975-11-01,55.2,0.06976744186046524,0.007299270072992803
1975-12-01,55.5,0.06730769230769229,0.005434782608695565
1976-01-01,55.9,0.06883365200764824,0.007207207207207134
1976-02-01,56.2,0.06439393939393945,0.005366726296959001
1976-03-01,56.5,0.0660377358490567,0.005338078291814874
1976-04-01,56.7,0.06378986866791747,0.0035398230088496963
1976-05-01,57.0,0.06542056074766345,0.005291005291005346
1976-06-01,57.2,0.06319702602230493,0.0035087719298245723
1976-07-01,57.6,0.06666666666666665,0.006993006993006867
1976-08-01,57.9,0.06826568265682642,0.005208333333333259
1976-09-01,58.2,0.06788990825688068,0.005181347150259086
1976-10-01,58.5,0.0675182481751826,0.005154639175257714
1976-11-01,58.7,0.06340579710144922,0.0034188034188034067
1976-12-01,58.9,0.0612612612612613,0.0034071550255536653
1977-01-01,59.3,0.06082289803220031,0.00679117147707986
1977-02-01,59.7,0.06227758007117434,0.006745362563237878
1977-03-01,60.0,0.06194690265486735,0.005025125628140614
1977-04-01,60.3,0.06349206349206349,0.004999999999999893
1977-05-01,60.6,0.06315789473684208,0.004975124378109541
1977-06-01,61.0,0.06643356643356646,0.0066006600660066805
1977-07-01,61.2,0.0625,0.003278688524590123
1977-08-01,61.5,0.06217616580310881,0.004901960784313708
1977-09-01,61.8,0.061855670103092786,0.004878048780487809
1977-10-01,62.0,0.05982905982905984,0.003236245954692629
1977-11-01,62.3,0.061328790459965754,0.004838709677419395
1977-12-01,62.7,0.06451612903225823,0.006420545746388617
1978-01-01,63.1,0.06408094435075884,0.006379585326953707
1978-02-01,63.4,0.061976549413735205,0.004754358161648042
1978-03-01,63.8,0.06333333333333324,0.006309148264984188
1978-04-01,64.3,0.06633499170812596,0.00783699059561127
1978-05-01,64.7,0.06765676567656764,0.0062208398133749565
1978-06-01,65.2,0.06885245901639347,0.007727975270479082
1978-07-01,65.6,0.07189542483660127,0.006134969325153339
1978-08-01,66.1,0.0747967479674796,0.007621951219512146
1978-09-01,66.7,0.07928802588996775,0.00907715582450841
1978-10-01,67.2,0.08387096774193559,0.007496251874062887
1978-11-01,67.6,0.08507223113964679,0.005952380952380931
1978-12-01,68.0,0.08452950558213712,0.00591715976331364
1979-01-01,68.5,0.0855784469096672,0.007352941176470562
1979-02-01,69.2,0.09148264984227139,0.010218978102189746
1979-03-01,69.8,0.09404388714733547,0.00867052023121384
1979-04-01,70.3,0.09331259720062213,0.007163323782235054
1979-05-01,70.8,0.09428129829984533,0.007112375533428139
1979-06-01,71.3,0.09355828220858897,0.007062146892655274
1979-07-01,71.9,0.0960365853658538,0.008415147265077305
1979-08-01,72.7,0.09984871406959162,0.011126564673157091
1979-09-01,73.3,0.098950524737631,0.008253094910591452
1979-10-01,74.0,0.10119047619047605,0.009549795361528002
1979-11-01,74.8,0.10650887573964507,0.0108108108108107
1979-12-01,75.7,0.1132352941176471,0.012032085561497485
1980-01-01,76.7,0.11970802919708023,0.013210039630118908
1980-02-01,77.5,0.11994219653179194,0.010430247718383301
1980-03-01,78.6,0.1260744985673352,0.014193548387096744
1980-04-01,79.5,0.13086770981507834,0.011450381679389388
1980-05-01,80.1,0.1313559322033897,0.007547169811320753
1980-06-01,81.0,0.13604488078541377,0.011235955056179803
1980-07-01,80.8,0.1237830319888733,-0.0024691358024692134
1980-08-01,81.3,0.11829436038514429,0.006188118811881083
1980-09-01,82.1,0.12005457025920863,0.009840098400983877
1980-10-01,83.0,0.12162162162162171,0.010962241169305775
1980-11-01,83.9,0.12165775401069534,0.010843373493975905
1980-12-01,84.9,0.12153236459709382,0.011918951132300348
1981-01-01,85.4,0.11342894393741854,0.005889281507656108
1981-02-01,85.9,0.10838709677419356,0.005854800936768045
1981-03-01,86.4,0.0992366412213741,0.005820721769499437
1981-04-01,87.0,0.09433962264150941,0.00694444444444442
1981-05-01,87.8,0.09612983770287142,0.009195402298850519
1981-06-01,88.6,0.093827160493827,0.009111617312072884
1981-07-01,89.8,0.11138613861386149,0.013544018058690765
1981-08-01,90.7,0.1156211562115621,0.010022271714922093
1981-09-01,91.8,0.11814859926918397,0.012127894156560126
1981-10-01,92.1,0.10963855421686741,0.0032679738562091387
1981-11-01,92.5,0.102502979737783,0.004343105320304019
1981-12-01,93.0,0.09540636042402828,0.00540540540540535
1982-01-01,93.3,0.09250585480093676,0.003225806451612856
1982-02-01,93.8,0.09196740395809067,0.005359056806002238
1982-03-01,93.9,0.08680555555555558,0.0010660980810235365
1982-04-01,94.7,0.08850574712643677,0.008519701810436597
1982-05-01,95.4,0.08656036446469262,0.007391763463569179
1982-06-01,96.1,0.08465011286681712,0.007337526205450695
1982-07-01,96.7,0.07683741648106901,0.00624349635796051
1982-08-01,97.1,0.07056229327453134,0.004136504653567741
1982-09-01,97.2,0.05882352941176472,0.001029866117404854
1982-10-01,97.5,0.05863192182410426,0.0030864197530864335
1982-11-01,97.3,0.051891891891891806,-0.002051282051282133
1982-12-01,97.2,0.04516129032258065,-0.0010277492291880241
1983-01-01,97.6,0.04608788853161849,0.00411522633744843
1983-02-01,98.0,0.044776119402985204,0.004098360655737654
1983-03-01,98.2,0.04579339723109688,0.0020408163265306367
1983-04-01,98.6,0.04118268215417098,0.004073319755600657
1983-05-01,98.9,0.0366876310272537,0.0030425963488844854
1983-06-01,99.2,0.032258064516129226,0.0030333670374114163
1983-07-01,99.8,0.03205791106514999,0.006048387096774244
1983-08-01,100.1,0.030895983522142068,0.0030060120240480437
1983-09-01,100.5,0.033950617283950546,0.003996003996004083
1983-10-01,101.0,0.03589743589743599,0.004975124378109541
1983-11-01,101.5,0.043165467625899234,0.004950495049504955
1983-12-01,101.8,0.047325102880658276,0.002955665024630516
1984-01-01,102.5,0.05020491803278704,0.006876227897838927
1984-02-01,102.8,0.048979591836734615,0.0029268292682926855
1984-03-01,103.2,0.050916496945010215,0.0038910505836575737
1984-04-01,103.7,0.051724137931034475,0.004844961240310086
1984-05-01,104.1,0.05257836198179966,0.0038572806171648377
1984-06-01,104.5,0.053427419354838745,0.003842459173871271
1984-07-01,105.0,0.05210420841683372,0.004784688995215225
1984-08-01,105.4,0.05294705294705304,0.003809523809523929
1984-09-01,105.8,0.052736318407960114,0.003795066413662118
1984-10-01,106.2,0.05148514851485153,0.003780718336483968
1984-11-01,106.4,0.048275862068965614,0.0018832391713747842
1984-12-01,106.8,0.04911591355599221,0.003759398496240518
1985-01-01,107.1,0.044878048780487845,0.002808988764045006
1985-02-01,107.7,0.0476653696498055,0.0056022408963585235
1985-03-01,108.1,0.04748062015503862,0.003714020427112219
1985-04-01,108.4,0.045323047251687676,0.0027752081406107187
1985-05-01,108.8,0.04514889529298749,0.0036900369003689537
1985-06-01,109.1,0.044019138755980736,0.0027573529411764053
1985-07-01,109.4,0.04190476190476189,0.002749770852429112
1985-08-01,109.8,0.04174573055028463,0.003656307129798808
1985-09-01,110.0,0.03969754253308122,0.0018214936247722413
1985-10-01,110.5,0.040489642184557306,0.00454545454545463
1985-11-01,111.1,0.044172932330826864,0.005429864253393646
1985-12-01,111.4,0.04307116104868913,0.0027002700270029045
1986-01-01,111.9,0.04481792717086841,0.004488330341113178
1986-02-01,112.2,0.04178272980501396,0.002680965147453085
1986-03-01,112.5,0.04070305272895469,0.002673796791443861
1986-04-01,112.9,0.04151291512915134,0.003555555555555534
1986-05-01,113.1,0.03952205882352944,0.001771479185119551
1986-06-01,113.4,0.03941338221814861,0.0026525198938993633
1986-07-01,113.8,0.04021937842778778,0.003527336860670083
1986-08-01,114.2,0.04007285974499086,0.0035149384885764245
1986-09-01,114.6,0.041818181818181754,0.003502626970227629
1986-10-01,115.0,0.040723981900452566,0.003490401396160525
1986-11-01,115.3,0.03780378037803778,0.002608695652173809
1986-12-01,115.6,0.037701974865349985,0.002601908065914982
1987-01-01,115.9,0.03574620196604106,0.002595155709342656
1987-02-01,116.2,0.035650623885918,0.0025884383088869978
1987-03-01,116.6,0.0364444444444445,0.0034423407917383297
1987-04-01,117.3,0.03897254207263057,0.006003430531732468
1987-05-01,117.7,0.040671971706454535,0.0034100596760444635
1987-06-01,117.9,0.039682539682539764,0.001699235344095218
1987-07-01,118.3,0.039543057996485054,0.003392705682782049
1987-08-01,118.7,0.03940455341506133,0.0033812341504648735
1987-09-01,119.2,0.04013961605584648,0.004212299915753892
1987-10-01,119.8,0.0417391304347825,0.00503355704697972
1987-11-01,120.1,0.04163052905464015,0.0025041736227044975
1987-12-01,120.4,0.04152249134948116,0.0024979184013322886
1988-01-01,120.9,0.043140638481449445,0.004152823920265725
1988-02-01,121.2,0.04302925989672968,0.002481389578163684
1988-03-01,121.7,0.04373927958833623,0.004125412541254203
1988-04-01,122.3,0.04262574595055413,0.004930156121610407
1988-05-01,122.7,0.042480883602378894,0.003270645952575757
1988-06-01,123.2,0.04495335029686176,0.004074979625101838
1988-07-01,123.6,0.04480135249366013,0.0032467532467532756
1988-08-01,124.0,0.04465037910699232,0.003236245954692629
1988-09-01,124.7,0.046140939597315356,0.005645161290322553
1988-10-01,125.2,0.04507512520868118,0.00400962309542896
1988-11-01,125.6,0.04579517069109085,0.0031948881789136685
1988-12-01,126.0,0.046511627906976605,0.0031847133757962887
1989-01-01,126.5,0.04631927212572373,0.003968253968253954
1989-02-01,126.9,0.04702970297029707,0.003162055335968361
1989-03-01,127.4,0.04683648315529987,0.003940110323088941
1989-04-01,127.8,0.04497138184791494,0.0031397174254317317
1989-05-01,128.3,0.04563977180114098,0.003912363067292812
1989-06-01,128.8,0.045454545454545414,0.0038971161340608518
1989-07-01,129.2,0.0453074433656957,0.0031055900621115295
1989-08-01,129.5,0.04435483870967749,0.0023219814241486336
1989-09-01,129.9,0.04170008019246185,0.003088803088803216
1989-10-01,130.6,0.04313099041533541,0.005388760585065322
1989-11-01,131.1,0.043789808917197526,0.003828483920367498
1989-12-01,131.6,0.04444444444444451,0.0038138825324181003
1990-01-01,132.1,0.04426877470355728,0.0037993920972645423
1990-02-01,132.7,0.04570527974783278,0.004542013626040786
1990-03-01,133.5,0.04788069073783352,0.006028636021100375
1990-04-01,134.0,0.04851330203442883,0.0037453183520599342
1990-05-01,134.4,0.04754481683554168,0.0029850746268658135
1990-06-01,135.1,0.048913043478260754,0.005208333333333259
1990-07-01,135.8,0.051083591331269496,0.005181347150259086
1990-08-01,136.6,0.054826254826254806,0.00589101620029453
1990-09-01,137.1,0.0554272517321015,0.0036603221083455484
1990-10-01,137.6,0.05359877488514542,0.003646973012399801
1990-11-01,138.0,0.05263157894736836,0.0029069767441860517
1990-12-01,138.6,0.05319148936170204,0.004347826086956497
1991-01-01,139.5,0.056018168054504214,0.006493506493506551
1991-02-01,140.2,0.056518462697814575,0.00501792114695343
1991-03-01,140.5,0.05243445692883886,0.0021398002853068032
1991-04-01,140.9,0.05149253731343295,0.002846975088967918
1991-05-01,141.3,0.05133928571428581,0.002838892831795725
1991-06-01,141.8,0.049592894152479694,0.0035385704175512345
1991-07-01,142.3,0.04786450662739328,0.0035260930888576514
1991-08-01,142.9,0.046120058565153776,0.0042164441321153046
1991-09-01,143.4,0.04595185995623652,0.0034989503149054357
1991-10-01,143.7,0.04433139534883712,0.0020920502092049986
1991-11-01,144.2,0.04492753623188395,0.003479471120389599
1991-12-01,144.7,0.04401154401154406,0.0034674063800277377
1992-01-01,145.1,0.04014336917562722,0.0027643400138217533
1992-02-01,145.4,0.03708987161198296,0.002067539627842896
1992-03-01,145.9,0.03843416370106767,0.003438789546079679
1992-04-01,146.3,0.038325053229240735,0.00274160383824551
1992-05-01,146.8,0.03892427459306447,0.0034176349965824304
1992-06-01,147.1,0.03737658674188982,0.002043596730245012
1992-07-01,147.6,0.037245256500351154,0.003399048266485405
1992-08-01,147.9,0.034989503149055246,0.002032520325203402
1992-09-01,148.1,0.032775453277545274,0.0013522650439485862
1992-10-01,148.8,0.03549060542797511,0.004726536124240566
1992-11-01,149.2,0.03467406380027738,0.0026881720430105283
1992-12-01,149.6,0.03386316516931598,0.002680965147453085
1993-01-01,150.1,0.034458993797381154,0.0033422459893048817
1993-02-01,150.6,0.03576341127922955,0.0033311125916055673
1993-03-01,150.8,0.03358464701850594,0.0013280212483401943
1993-04-01,151.4,0.034859876965140035,0.003978779840848823
1993-05-01,151.8,0.034059945504087086,0.0026420079260238705
1993-06-01,152.1,0.03399048266485383,0.0019762845849802257
1993-07-01,152.3,0.03184281842818448,0.0013149243918475495
1993-08-01,152.8,0.03313049357674114,0.0032829940906107247
1993-09-01,152.9,0.03241053342336264,0.0006544502617800152
1993-10-01,153.4,0.030913978494623517,0.0032701111837802888
1993-11-01,153.9,0.031501340482573914,0.0032594524119948787
1993-12-01,154.3,0.03141711229946531,0.002599090318388564
1994-01-01,154.5,0.02931379080612939,0.0012961762799739152
1994-02-01,154.8,0.02788844621513964,0.001941747572815622
1994-03-01,155.3,0.02984084880636595,0.00322997416020665
1994-04-01,155.5,0.027080581241743618,0.0012878300064391723
1994-05-01,155.9,0.027009222661396493,0.0025723472668810476
1994-06-01,156.4,0.02827087442472065,0.003207184092366866
1994-07-01,156.7,0.028890347997373444,0.0019181585677747748
1994-08-01,157.1,0.028141361256544428,0.002552648372686761
1994-09-01,157.5,0.0300850228907783,0.0025461489497136114
1994-10-01,157.8,0.028683181225554133,0.0019047619047620756
1994-11-01,158.2,0.027940220922676895,0.0025348542458807355
1994-12-01,158.3,0.025923525599481634,0.0006321112515803584
1995-01-01,159.0,0.029126213592232997,0.004421983575489508
1995-02-01,159.4,0.029715762273901714,0.002515723270440251
1995-03-01,159.9,0.02962009014810052,0.0031367628607277265
1995-04-01,160.4,0.031511254019292556,0.0031269543464664817
1995-05-01,160.7,0.03078896728672209,0.0018703241895261513
1995-06-01,161.1,0.030051150895140655,0.002489110143123918
1995-07-01,161.4,0.029993618379068332,0.0018621973929238145
1995-08-01,161.8,0.02991725015913449,0.0024783147459728205
1995-09-01,162.2,0.02984126984126978,0.0024721878862792313
1995-10-01,162.7,0.031051964512040398,0.0030826140567201676
1995-11-01,163.0,0.03034134007585343,0.0018438844499077955
1995-12-01,163.1,0.030322173089071258,0.0006134969325153339
1996-01-01,163.7,0.02955974842767284,0.0036787247087675112
1996-02-01,164.0,0.028858218318695172,0.0018326206475260953
1996-03-01,164.4,0.02814258911819878,0.0024390243902439046
1996-04-01,164.6,0.026184538653366562,0.001216545012165282
1996-05-01,165.0,0.026757934038581288,0.002430133657351119
1996-06-01,165.4,0.02669149596523912,0.00242424242424244
1996-07-01,165.7,0.02664188351920682,0.0018137847642079041
1996-08-01,166.0,0.02595797280593315,0.0018105009052504784
1996-09-01,166.5,0.026510480887792953,0.003012048192771122
1996-10-01,166.8,0.025199754148740094,0.0018018018018017834
1996-11-01,167.2,0.025766871165644023,0.0023980815347719453
1996-12-01,167.4,0.026364193746168052,0.0011961722488038617
1997-01-01,167.8,0.02504581551618834,0.002389486260454099
1997-02-01,168.1,0.02499999999999991,0.0017878426698449967
1997-03-01,168.4,0.024330900243308973,0.0017846519928614857
1997-04-01,168.9,0.026123936816524918,0.002969121140142583
1997-05-01,169.2,0.025454545454545396,0.001776198934280604
1997-06-01,169.4,0.0241837968561065,0.0011820330969267712
1997-07-01,169.7,0.024140012070005934,0.0017709563164107767
1997-08-01,169.8,0.022891566265060392,0.0005892751915146377
1997-09-01,170.2,0.022222222222222143,0.002355712603062221
1997-10-01,170.6,0.02278177458033559,0.002350176263219872
