date,close,high,low,open,volume,symbol,currency,country,region
2007-07-30T00:00:00.000000000,75.73999786376953,76.52999877929688,75.44000244140625,75.8499984741211,2575,BZ=F,USD,Europe,EU
2007-07-31T00:00:00.000000000,77.05000305175781,77.16999816894531,75.66999816894531,75.69999694824219,3513,BZ=F,USD,Europe,EU
2007-08-01T00:00:00.000000000,75.3499984741211,77.05999755859375,74.86000061035156,77.0,3930,BZ=F,USD,Europe,EU
2007-08-02T00:00:00.000000000,75.76000213623047,76.20999908447266,74.2699966430664,75.22000122070312,6180,BZ=F,USD,Europe,EU
2007-08-03T00:00:00.000000000,74.75,76.0,74.52999877929688,75.38999938964844,4387,BZ=F,USD,Europe,EU
2007-08-06T00:00:00.000000000,71.16999816894531,74.5999984741211,70.87000274658203,74.54000091552734,7201,BZ=F,USD,Europe,EU
2007-08-07T00:00:00.000000000,71.80000305175781,72.01000213623047,70.55999755859375,70.80000305175781,6775,BZ=F,USD,Europe,EU
2007-08-08T00:00:00.000000000,70.98999786376953,72.02999877929688,70.66000366210938,71.44000244140625,5768,BZ=F,USD,Europe,EU
2007-08-09T00:00:00.000000000,70.20999908447266,71.08000183105469,69.2699966430664,70.91000366210938,6232,BZ=F,USD,Europe,EU
2007-08-10T00:00:00.000000000,70.38999938964844,70.44999694824219,68.97000122070312,69.91000366210938,3947,BZ=F,USD,Europe,EU
2007-08-13T00:00:00.000000000,70.2300033569336,71.83000183105469,69.9000015258789,70.95999908447266,4088,BZ=F,USD,Europe,EU
2007-08-14T00:00:00.000000000,70.51000213623047,70.80000305175781,69.61000061035156,70.30999755859375,3966,BZ=F,USD,Europe,EU
2007-08-15T00:00:00.000000000,71.63999938964844,72.19999694824219,70.83000183105469,70.83999633789062,3664,BZ=F,USD,Europe,EU
2007-08-16T00:00:00.000000000,69.7699966430664,70.62000274658203,69.05000305175781,70.62000274658203,4762,BZ=F,USD,Europe,EU
2007-08-17T00:00:00.000000000,70.44000244140625,71.06999969482422,70.04000091552734,70.33000183105469,3279,BZ=F,USD,Europe,EU
2007-08-20T00:00:00.000000000,69.8499984741211,70.31999969482422,68.94000244140625,69.68000030517578,3852,BZ=F,USD,Europe,EU
2007-08-21T00:00:00.000000000,68.69000244140625,70.51000213623047,68.18000030517578,69.76000213623047,5588,BZ=F,USD,Europe,EU
2007-08-22T00:00:00.000000000,68.69999694824219,69.36000061035156,68.19000244140625,68.97000122070312,4232,BZ=F,USD,Europe,EU
2007-08-23T00:00:00.000000000,69.86000061035156,69.97000122070312,69.11000061035156,69.1500015258789,4087,BZ=F,USD,Europe,EU
2007-08-24T00:00:00.000000000,70.62000274658203,70.80999755859375,69.5199966430664,69.55000305175781,2786,BZ=F,USD,Europe,EU
2007-08-27T00:00:00.000000000,70.94999694824219,71.11000061035156,69.48999786376953,70.44000244140625,3128,BZ=F,USD,Europe,EU
2007-08-28T00:00:00.000000000,70.55000305175781,71.05000305175781,70.19999694824219,71.05000305175781,3421,BZ=F,USD,Europe,EU
2007-08-29T00:00:00.000000000,72.12999725341797,72.26000213623047,70.7699966430664,70.80000305175781,4245,BZ=F,USD,Europe,EU
2007-08-30T00:00:00.000000000,71.9000015258789,72.45999908447266,71.37999725341797,72.0999984741211,3257,BZ=F,USD,Europe,EU
2007-08-31T00:00:00.000000000,72.69000244140625,73.05999755859375,72.05000305175781,72.2300033569336,3257,BZ=F,USD,Europe,EU
2007-09-04T00:00:00.000000000,73.91999816894531,74.05000305175781,72.80000305175781,73.26000213623047,4057,BZ=F,USD,Europe,EU
2007-09-05T00:00:00.000000000,74.33999633789062,74.37999725341797,73.76000213623047,74.12999725341797,3139,BZ=F,USD,Europe,EU
2007-09-06T00:00:00.000000000,74.7699966430664,75.63999938964844,73.75,74.77999877929688,4852,BZ=F,USD,Europe,EU
2007-09-07T00:00:00.000000000,75.06999969482422,75.22000122070312,74.27999877929688,74.36000061035156,3685,BZ=F,USD,Europe,EU
2007-09-10T00:00:00.000000000,75.4800033569336,75.73999786376953,73.86000061035156,74.56999969482422,3082,BZ=F,USD,Europe,EU
2007-09-11T00:00:00.000000000,76.37999725341797,76.4000015258789,74.98999786376953,75.48999786376953,3305,BZ=F,USD,Europe,EU
2007-09-12T00:00:00.000000000,77.68000030517578,77.8499984741211,76.27999877929688,76.37999725341797,3294,BZ=F,USD,Europe,EU
2007-09-13T00:00:00.000000000,77.12000274658203,77.27999877929688,76.30000305175781,76.86000061035156,2470,BZ=F,USD,Europe,EU
2007-09-14T00:00:00.000000000,76.22000122070312,77.23999786376953,76.06999969482422,76.69000244140625,2912,BZ=F,USD,Europe,EU
2007-09-17T00:00:00.000000000,76.9800033569336,77.04000091552734,75.54000091552734,75.54000091552734,2573,BZ=F,USD,Europe,EU
2007-09-18T00:00:00.000000000,77.58999633789062,78.33000183105469,76.33000183105469,76.66999816894531,3427,BZ=F,USD,Europe,EU
2007-09-19T00:00:00.000000000,78.47000122070312,78.55999755859375,77.45999908447266,78.04000091552734,3109,BZ=F,USD,Europe,EU
2007-09-20T00:00:00.000000000,79.08999633789062,79.2699966430664,77.81999969482422,77.87000274658203,2426,BZ=F,USD,Europe,EU
2007-09-21T00:00:00.000000000,79.30000305175781,79.94999694824219,78.4800033569336,79.25,2768,BZ=F,USD,Europe,EU
2007-09-24T00:00:00.000000000,78.91000366210938,79.47000122070312,78.2300033569336,78.6500015258789,2619,BZ=F,USD,Europe,EU
2007-09-25T00:00:00.000000000,77.62000274658203,78.4800033569336,77.19000244140625,78.41999816894531,4042,BZ=F,USD,Europe,EU
2007-09-26T00:00:00.000000000,77.43000030517578,78.27999877929688,76.37999725341797,77.9000015258789,4071,BZ=F,USD,Europe,EU
2007-09-27T00:00:00.000000000,80.02999877929688,80.18000030517578,78.01000213623047,78.01000213623047,3604,BZ=F,USD,Europe,EU
2007-09-28T00:00:00.000000000,79.16999816894531,81.02999877929688,78.91999816894531,80.05999755859375,2607,BZ=F,USD,Europe,EU
2007-10-01T00:00:00.000000000,77.63999938964844,78.94000244140625,76.94000244140625,78.83000183105469,4079,BZ=F,USD,Europe,EU
2007-10-02T00:00:00.000000000,77.37999725341797,77.44999694824219,76.33000183105469,77.06999969482422,3748,BZ=F,USD,Europe,EU
2007-10-03T00:00:00.000000000,77.37999725341797,77.80999755859375,76.87000274658203,77.41999816894531,3765,BZ=F,USD,Europe,EU
2007-10-04T00:00:00.000000000,78.97000122070312,79.23999786376953,76.55999755859375,76.9800033569336,3821,BZ=F,USD,Europe,EU
